Code,row,Coded_med,Weight,Code2,Weight02
A6.0,191,Gokshura,2,M6.0,1
A6.0,192,Gokshuradi Guggulu,1,S13.0,2
A6.0,193,Gokshuradi Guggulu DS,8,N4.12,1
A6.0,194,Goranch,1,M18.9.14,1
A6.0,195,Gorochanadi,2,N4.50.1.5,1
A6.0,196,Grihadhoomadi,2,S12.0,1
A6.0,197,Guduchi,11,G9.1,2
A6.0,198,Gugguluthiktakam,9,A9.0,1
A6.0,199,Gulkand,2,A9.2,1
A6.0,200,Guduchyadi,3,S14.3,1
A6.0,201,Gum Tone,1,k12.5,3
A6.0,202,Gycon,1,S16.30.9,1
A6.0,203,Gynoveda,1,N4.40.20.1,3
A6.0,204,Hinguvachadi,106,S16.30.0,1
A6.0,205,Hamsa Pathyadi,1,M18.11.4,3
A6.0,206,Haridra Khandam,4,N2.1,1
A6.0,207,Himasagaram,1,N2.21.3,1
A6.0,208,Himcocid,20,M18.11.9,1
A6.0,209,Himcospaz,3,K4.1,1
A6.0,210,Himplasia,1,K3.1,2
A6.0,211,Hinguthariguna,1,S2.15.5,1
A6.0,212,Hingwastaka,11,K2.1,1
A6.0,213,Hiowna,3,V13.0,1
A6.0,214,Histantin,10,B4,1
A6.0,215,Hrudayam,1,M1,1
A6.0,216,Hutabhugadi,1,N4.50.2.0,1
A6.0,217,Hyponidd,1,N4.50.2.1,1
A6.0,218,IFT,1,G6.2,1
A6.0,219,IHC Amalaki,1,S2.19.1,2
A6.0,220,IHC Aragwdha,1,A12.10,3
A6.0,221,IHC Bilwapatra- Fresh,1,K4.9,2
A6.0,222,IHC DadimaTwak,1,S15.42,1
A6.0,223,IHC Dasamoola,2,G3.0,1
A6.0,224,IHC Devataru,1,R2.0,1
A6.0,225,IHC Gokshura,1,K4.12,1
A6.0,226,IHC Guduci Fresh,1,S2.25.2,1
A6.0,227,IHC Incha (Tailasatru),2,U4.0,1
A6.0,228,IHC Musta,1,M18.9.1,1
A6.0,229,IHC Nimba(Neem),1,S16.30.26,1
A6.0,230,IHC Punarnava,4,Y8.13,3
A6.0,231,IHC Sariba,3,V15.1,1
A6.0,232,IHC Shadanga,2,G8.5,1
A6.0,233,IHC Stira(Orila),1,K4.10,1
A6.0,234,IHC Trikatu,1,V2.47,1
A6.0,235,IHC Triphala,3,N4.46.2.3,2
A6.0,236,IHC Triphaladi,1,G9.9,1
A6.0,237,IHC Twak,1,k12.3,1
A6.0,238,IHC Vettupala,2,N5.0,2
A6.0,239,IHC Yashtimadhu,2,M1.0,2
A6.0,240,Indukantam,93,S14.13,1
A6.0,241,Indukanthamritham,12,V2.40,1
A6.0,242,Insulan-D,4,V3.1,1
A6.0,243,Login,1,S2.15.2,1
A6.0,244,Jaffman Ayur,1,B2.3,1
A6.0,245,Jatamansi,2,V2.4.2,1
A6.0,246,Jeerakadhyarishtam,10,V2.68,1
A6.0,247,Jeevanthyadi Yamakam,2,M18.9.21,1
A6.0,248,Jodarin,1,N4.10,1
A6.0,249,K M,4,A11.3,1
A6.0,250,Kachooradi,3,S16.20.8,2
A6.0,251,Kaisora Guggulu DS,8,V11.7,1
A6.0,252,Kaisora Guggulu,3,S1A.0,1
A6.0,253,Kalasaakadi,1,N4.13,1
A6.0,254,Kalyanagulam,2,U2.4,1
A6.0,255,Kalyanakam,4,S13.18,1
A6.0,256,Kalyanaksharam,1,V11.1,1
A6.0,257,Kalyanaka KS (Varavisaladi),1,S16.20.7,1
A6.0,258,Kamadudha,1,N4.38,1
A6.0,259,Kamadugha Mouktik,45,P5.3,1
A6.0,260,Kamadugha Plain,12,Y8.15,1
A6.0,261,Kanakasavam,1,S16.30.15,1
A6.0,262,Kanchanara Guggulu DS,1,k12.17,1
A6.0,263,Kanchanara Guggulu,2,K4.25,1
A6.0,264,Kanakayana,1,,
A6.0,265,Kapikachu,1,,
A6.0,266,Karpasasthyadi,17,,
A6.0,267,Karpooradi,4,,
A6.0,268,Kashaya,5,,
A6.0,269,Kautajadi Shilajit,1,,
A6.0,270,Keshini,1,,
A6.0,271,Keshyam,1,,
A6.0,272,Khadirarishtam,1,,
A6.0,273,Kineaz,6,,
A6.0,274,Kokilaksha G,7,,
A6.0,275,Kokilaksha,2,,
A6.0,276,Kolakulathadi,1,,
A6.0,277,Koosmanda,4,,
A6.0,278,Kottamchukkadi,104,,
A6.0,279,Krimighna,1,,
A6.0,280,Krimikutara,2,,
A6.0,281,Ksheerabala,45,,
A6.0,282,Ksheerabala Avarti,1,,
A6.0,283,Ksheerapaka,2,,
A6.0,284,Kumaryasavam,3,,
A6.0,285,Kusuma Abhaya,2,,
A6.0,286,Kusuma Bath,1,,
A6.0,287,Kusumolin,6,,
A6.0,288,Kutaja Parpati,2,,
A6.0,289,Kutajaghan,1,,
A6.0,290,Laghusootha Mishrana,2,,
A6.0,291,Laghusootha Shekara,1,,
A6.0,292,Lakshadi Guggulu,2,,
A6.0,293,Lakshmi Vilas,4,,
A6.0,294,Lavanabhaskar,2,,
A6.0,295,Lepam Ekanga,2,,
A6.0,296,Lepam Service,1,,
A6.0,297,Lepam-Mukha (Facial),1,,
A6.0,298,Limiron,3,,
A6.0,299,Lipomap,3,,
A6.0,300,Liposem,1,,
A6.0,301,Liv 52 DS,8,,
A6.0,302,Liv 52,2,,
A6.0,303,Livomyn,10,,
A6.0,304,Lodhrasavam,2,,
A6.0,305,Lohasavam,1,,
A6.0,306,Lumbaton Plus,6,,
A6.0,307,Lumbaton,15,,
A6.0,308,M2 Tone,2,,
A6.0,309,Madhuyashtyadi,10,,
A6.0,310,Madiphala,94,,
A6.0,311,Mahadhanwantharam,11,,
A6.0,312,Mahakalyanka,4,,
A6.0,313,Mahamanjishtadi,5,,
A6.0,314,Mahamasha,4,,
A6.0,315,Mahanarayana,3,,
A6.0,316,Maharaja Prasarini,2,,
A6.0,317,Maharajaprasarini Gel,5,,
A6.0,318,Maharasnayogaraja Guggulu,9,,
A6.0,319,Mahasapthamruthaloham,3,,
A6.0,320,Mahashankh,2,,
A6.0,321,Mahathikthakam,9,,
A6.0,322,Mahavishagarba,6,,
A6.0,323,Mahayogaraj Guggulu,4,,
A6.0,324,Major Surgical/ParaSurgical Procedure,1,,
A6.0,325,Makardhwaja,1,,
A6.0,326,Malathyadi,1,,
A6.0,327,Malbet,1,,
A6.0,328,Mamejava Ghana,1,,
A6.0,329,Manasamithra,10,,
A6.0,330,Mandoora,2,,
A6.0,331,Manjishtadi,4,,
A6.0,332,Manoll Malt,5,,
A6.0,333,Marichadi,1,,
A6.0,334,Marma,1,,
A6.0,335,Marvin,1,,
A6.0,336,Me Cal,1,,
A6.0,337,Mebarid,6,,
A6.0,338,Meditrim,1,,
A6.0,339,Medohar Vidangadi Loha,2,,
A6.0,340,Mehanil,4,,
A6.0,341,Mehari,1,,
A6.0,342,Menoleap,1,,
A6.0,343,Menosan,1,,
A6.0,344,Mentat,5,,
A6.0,345,Meryton,1,,
A6.0,346,Migrakot,2,,
A6.0,347,Miniscar Ointment,1,,
A6.0,348,Moist Therapy,1,,
A6.0,349,Mucex,1,,
A6.0,350,Murivenna,29,,
A6.0,351,Mustadi Marma,1,,
A6.0,352,Musthtarishtam,4,,
A6.0,353,Myostaal Gel,4,,
A6.0,354,Myostaal forte,34,,
A6.0,355,Myostal,52,,
A6.0,356,Nalpamaradi Coconut,1,,
A6.0,357,Nalapamaradi,1,,
A6.0,358,Narayana,4,,
A6.0,359,Nasya,2,,
A6.0,360,Navaka Guggulu,1,,
A6.0,361,Nayopayam,2,,
A6.0,362,Neeleebhringadi,1,,
A6.0,363,Neeri,1,,
A6.0,364,Nethramrutham,1,,
A6.0,365,Neuron,23,,
A6.0,366,Neurotone Forte,3,,
A6.0,367,Nilsin,5,,
A6.0,368,Nimbadi,2,,
A6.0,369,Nimbamruthasavam,1,,
A6.0,370,Nirgundyadi,1,,
A6.0,371,Nirocil,7,,
A6.0,372,Niruryadi,1,,
A6.0,373,Nisa Amalaki,9,,
A6.0,374,Nisakathakadi,1,,
A6.0,375,Nisoseeradi,1,,
A6.0,376,Nityananda,1,,
A6.0,377,Nucart OA,5,,
A6.0,378,Nuro - XT,18,,
A6.0,379,Nuro,1,,
A6.0,380,Nurodex,2,,
A6.0,381,Obloz,1,,
A6.0,382,Oil Application - Ardhanga,1,,
A6.0,383,Oil Application - Ekanga,2,,
A6.0,384,Opta Care,2,,
A6.0,385,Optha,1,,
A6.0,386,Ossigen,3,,
A6.0,387,Oushadha 1,2,,
A6.0,388,Oushadha 2,1,,
A6.0,389,Oushadha 8,2,,
A6.0,390,Oxitard,1,,
A6.0,391,Padabhyanga,4,,
A6.0,392,Palsinuron,51,,
A6.0,393,Panaka,1,,
A6.0,394,Panamrutham,3,,
A6.0,395,Panchajeera,2,,
A6.0,396,Panchakola,3,,
A6.0,397,Panchakola Kulathadi,1,,
A6.0,398,Panchakolasavam,3,,
A6.0,399,Panchamrita Loha Guggulu,16,,
A6.0,400,Panchamruta Parpati,2,,
A6.0,401,Panchathikthakam,4,,
A6.0,402,Panchavalkala,3,,
A6.0,403,Panchavalkala Kashaya,3,,
A6.0,404,Paneeya,8,,
A6.0,405,Parinathakereeksheeradi,10,,
A6.0,406,Parthadyarishtam,1,,
A6.0,407,Pathyakshadhathryadi,27,,
A6.0,408,Patoladi,3,,
A6.0,409,Patola Katurobinyadi,1,,
A6.0,410,Patrangasavam,1,,
A6.0,411,Pconidd,1,,
A6.0,412,Pentaphyte P,3,,
A6.0,413,Per Rectal Examination,1,,
A6.0,414,Phalasarpis,1,,
A6.0,415,Phalathrika,8,,
A6.0,416,Pichu,3,,
A6.0,417,Pilocid Gel,1,,
A6.0,418,Pilocid,3,,
A6.0,419,Pinda,10,,
A6.0,420,Pippalyasavam,1,,
A6.0,421,Pittashekhar,6,,
A6.0,422,Pootheevalkasavam,1,,
A6.0,423,Prabhakar,3,,
A6.0,424,Prabhanjanam,10,,
A6.0,425,Pranada,5,,
A6.0,426,Prapundareekadi,1,,
A6.0,427,Prasaranyadi,14,,
A6.0,428,Prasarini,1,,
A6.0,429,Pravala,1,,
A6.0,430,Pravala Panchamrutham,1,,
A6.0,431,Pravala Panchamrutham Mouktik,1,,
A6.0,432,Protect D,3,,
A6.0,433,Protex D,2,,
A6.0,434,Prunilol,2,,
A6.0,435,Psorakot,3,,
A6.0,436,Psorolin,1,,
A6.0,437,Punaranavadi,5,,
A6.0,438,Punarnava Mandor,1,,
A6.0,439,Punarnava Guggulu,1,,
A6.0,440,Punarnavasavam,5,,
A6.0,441,Puritin,1,,
A6.0,442,Pushkaramoolasavam,2,,
A6.0,443,Pyroflex Gel,6,,
A6.0,444,Pyroflex,7,,
A6.0,445,R Compound,2,,
A6.0,446,R G,6,,
A6.0,447,Radona,4,,
A6.0,448,Rajahpravartani,1,,
A6.0,449,Rasarajeshwar,1,,
A6.0,450,RasnaSapthakam,29,,
A6.0,451,Rasnadi,1,,
A6.0,452,Rasnaerandadi,30,,
A6.0,453,Rasnayogaraja Guggulu,8,,
A6.0,454,Redema,2,,
A6.0,455,Reosto,9,,
A6.0,456,Rheumaheal Balm,4,,
A6.0,457,Rhukot,2,,
A6.0,458,Rohithakarishta,1,,
A6.0,459,Ropak -C Gel,1,,
A6.0,460,Rumalaya Forte,30,,
A6.0,461,Rumalaya,1,,
A6.0,462,Rumastal Forte,35,,
A6.0,463,S G,6,,
A6.0,464,Sadyo Vamana,1,,
A6.0,465,Sagun,1,,
A6.0,466,Sahacharadi,20,,
A6.0,467,Saina,4,,
A6.0,468,Saindhava,1,,
A6.0,469,Sallaki,11,,
A6.0,470,Sallaki Forte,3,,
A6.0,471,Sallaki M R,35,,
A6.0,472,Sallaki Plus,7,,
A6.0,473,Sallaki XT,6,,
A6.0,474,Sameerapanchakam,2,,
A6.0,475,Sanka,2,,
A6.0,476,Saptamrut Loha,4,,
A6.0,477,Sarasaparilla,16,,
A6.0,478,Saraswatha,1,,
A6.0,479,Saraswatham,1,,
A6.0,480,Saraswatharishtam,1,,
A6.0,481,Saraswatharishtam Plain,1,,
A6.0,482,Saribadi,2,,
A6.0,483,Saribadyasavam,8,,
A6.0,484,Sarpagandha,1,,
A6.0,485,Satavari,1,,
A6.0,486,Septilin,5,,
A6.0,487,Setcalm,2,,
A6.0,488,Shad Dharana DS,8,,
A6.0,489,Shaddaranam,2,,
A6.0,490,Shadanga,1,,
A6.0,491,Shankha,34,,
A6.0,492,Shatavari Kalpa,5,,
A6.0,493,Sheetaprabha,2,,
A6.0,494,Sheethasudha,5,,
A6.0,495,Shilajith,2,,
A6.0,496,Shirahshooladi Vajra,6,,
A6.0,497,Shiva,6,,
A6.0,498,Shoolari,2,,
A6.0,499,Shuddha Shilajeet Sat,1,,
A6.0,500,Shudha Guggulu,15,,
A6.0,501,Shwaskuthar,2,,
A6.0,502,Sidharthaka Snana,1,,
A6.0,503,Simlim,4,,
A6.0,504,Sinhanad Guggulu,3,,
A6.0,505,Sinol,4,,
A6.0,506,Sinus 44,5,,
A6.0,507,Sitophaladi,3,,
A6.0,508,Smriti Sagar,1,,
A6.0,509,Snehapana,7,,
A6.0,510,Sonithamrutham,1,,
A6.0,511,Sooktyn,73,,
A6.0,512,Sooranadi,1,,
A6.0,513,Soothashekar,6,,
A6.0,514,Soothashekar Plain,50,,
A6.0,515,Soothashekar Gold,3,,
A6.0,516,Spasma,1,,
A6.0,517,Spazex Cap (D Spas),2,,
A6.0,518,Spl Devdaru,1,,
A6.0,519,Spl HDM,1,,
A6.0,520,Spl Saindhava,1,,
A6.0,521,Step,4,,
A6.0,522,Sthoulyahara,2,,
A6.0,523,Stifain,1,,
A6.0,524,Stomatab,3,,
A6.0,525,Stomatab Gel,1,,
A6.0,526,Stonex,3,,
A6.0,527,Stresscom,14,,
A6.0,528,Sudarshan Ghana,2,,
A6.0,529,Sudhabala,2,,
A6.0,530,Sukumaram,56,,
A6.0,531,Sunarin,1,,
A6.0,532,Sunetra,2,,
A6.0,533,Supthi,1,,
A6.0,534,Susandhi Plus,13,,
A6.0,535,Suvarna Vasant Malati,2,,
A6.0,536,Swadishta Virechana,1,,
A6.0,537,Swamala Compound,1,,
A6.0,538,Swarasa,1,,
A6.0,539,Swasamrutham,2,,
A6.0,540,Swasanandam,1,,
A6.0,541,Sweda-Bashpa(Steam Bath),25,,
A6.0,542,Sweda-CPS (Podikizhi)-Sarvanga,3,,
A6.0,543,Sweda-Nadi-Ekanga(medicated),1,,
A6.0,544,Sweda-Nadi-Ekanga,2,,
A6.0,545,Sweda-PPS(Elakizhi)-Ardhanga,8,,
A6.0,546,Sweda-PPS(Elakizhi)-Ekanga,4,,
A6.0,547,Sweda-PPS-Karna,1,,
A6.0,548,Sweda-PPS-Sarvanga,9,,
A6.0,549,Sweda-SSPS(Mamsa Navara Kizhi) Ardhanga,1,,
A6.0,550,Sweda-SSPS(Navara Kizhi)-Ekanga,1,,
A6.0,551,Sweda-SSPS(Navara Kizhi)-Sarvanga,3,,
A6.0,552,Tagara,3,,
A6.0,553,Takararishtam,5,,
A6.0,554,Talisule,1,,
A6.0,555,Tankan,1,,
A6.0,556,Tantupashan,1,,
A6.0,557,Thai Massage,1,,
A6.0,558,Thaleesapatradi,4,,
A6.0,559,Thekaraja,1,,
A6.0,560,Thikthakam,40,,
A6.0,561,Thimiranjanam,1,,
A6.0,562,Thriphaladi,3,,
A6.0,563,Trayantiaadi,1,,
A6.0,564,Trayodasanga Guggulu,26,,
A6.0,565,Trayodasanga Guggulu DS,29,,
A6.0,566,Trichoderm,4,,
A6.0,567,Trimpil,3,,
A6.0,568,Triphala Guggulu,4,,
A6.0,569,Triphala Guggulu DS,3,,
A6.0,570,Triphala,9,,
A6.0,571,Trivril,4,,
A6.0,572,Udwarthana (Sarvanga),5,,
A6.0,573,Ulsant,18,,
A6.0,574,Ulsant-D,11,,
A6.0,575,Upanaham-Sandhi,2,,
A6.0,576,Ural BPH,8,,
A6.0,577,Ural,5,,
A6.0,578,Urtiplex,5,,
A6.0,579,Useerasavam,1,,
A6.0,580,Utsadana (Ardhanga),1,,
A6.0,581,V Gel,1,,
A6.0,582,Vaasasree,2,,
A6.0,583,Vaiswanara,4,,
A6.0,584,Vamanam,1,,
A6.0,585,Varanadi,25,,
A6.0,586,Varanasavam,4,,
A6.0,587,Vasaguloochyadi,11,,
A6.0,588,Vasant Kusumakar Plain,7,,
A6.0,589,Vasant Kusumakar Gold,2,,
A6.0,590,Vasarishtam,2,,
A6.0,591,Vasti-Anuvasana,6,,
A6.0,592,Vasti-Asthapana-Kashaya,6,,
A6.0,593,Vasti-Asthapana-Ksheera samamsa,1,,
A6.0,594,Vasti-Asthapana-Ksheera,4,,
A6.0,595,Vasti-Janu (Both),2,,
A6.0,596,Vasti-Janu Single),1,,
A6.0,597,Vasti-Kati,2,,
A6.0,598,Vata Vidhvansa,1,,
A6.0,599,Vatagajankush,8,,
A6.0,600,Vayu,25,,
A6.0,601,Veeratharadhi,1,,
A6.0,602,Vidaryadi,8,,
A6.0,603,Vilwadi,6,,
A6.0,604,Vilwampachottyadi,3,,
A6.0,605,Virechana Package - Classical,2,,
A6.0,606,Virechana-Nitya,14,,
A6.0,607,Viscovas,3,,
A6.0,608,Vishamushti,5,,
A6.0,609,Vrana Dhupana,1,,
A6.0,610,Vrana Prakshlana,2,,
A6.0,611,Vrikshamla,11,,
A6.0,612,Vyoshadi,3,,
A6.0,613,Whyral 22,5,,
A6.0,614,Xerfer,1,,
A6.0,615,Yashada,1,,
A6.0,616,Yashtimadhu,5,,
A6.0,617,Yava,1,,
A6.0,618,Yavaloha,2,,
A6.0,619,Yoga session,12,,
A6.0,620,Yogaraja Guggulu DS,3,,
A6.0,621,Yogaraja Guggulu,1,,
A6.0,622,Zeal S F,2,,
A6.0,623,Zeal,2,,
A6.0,624,Zeotone Gel,8,,
A6.0,625,Zeotone Plus,4,,
A6.0,626,IHC AIM Dasamoola,1,,
A6.0,627,Khadiradi,1,,
A6.1,1,Amlant,1,V2.0,2
A6.1,2,Amlapitta Mishrana,1,A11.0,1
A6.1,3,Arnopen,1,A13.0,1
A6.1,4,Avipathi,1,S13.11,2
A6.1,5,Bandhana,1,V2.23,3
A6.1,6,Brahmi Drakshadi,1,A9.2,1
A6.1,7,Cardorium Plus,1,S16.20.8,1
A6.1,8,Chinchadi,1,K9.0,1
A6.1,9,Cruel Plus,1,V5.1,1
A6.1,10,Dadimadi,1,A6.1,9
A6.1,11,Dadimashtaka,1,S16.1,1
A6.1,12,Dadimavaleh,1,N4.0,2
A6.1,13,Dia P,1,P5.0,3
A6.1,14,Dologran,1,M16.0,1
A6.1,15,Flexofen MR,1,V2.2,1
A6.1,16,Gasino,2,V2.63,3
A6.1,17,Hinguvachadi,3,S17.1,1
A6.1,18,Himcocid,1,B3.0,1
A6.1,19,Indukantam,1,P5.4,1
A6.1,20,Jatamansi,1,V2.10,1
A6.1,21,Kamadugha Mouktik,1,Y8.10,1
A6.1,22,Kottamchukkadi,1,M10.1,1
A6.1,23,Ksheerabala,1,M2.0,4
A6.1,24,Marma,1,S16.30.10,1
A6.1,25,Mebarid,1,S16.12,1
A6.1,26,Murivenna,1,G8.0,1
A6.1,27,Myostal,2,V2.75,1
A6.1,28,Narayana,1,S16.0,1
A6.1,29,Neuron,1,K10.52.8,1
A6.1,30,Palsinuron,1,P2.0,1
A6.1,31,Rumastal Forte,1,M10.2,1
A6.1,32,Sooktyn,2,S14.21,1
A6.1,33,Soothashekar Plain,2,A12.10,1
A6.1,34,Sukumaram,2,A12.11,1
A6.1,35,Triphala,1,,
A6.1,36,Ulsant,3,,
A6.2,1,A Flu O Cil,1,A6.2,79
A6.2,2,Abana,1,K2.0,5
A6.2,3,Abhayarishtam,2,A6.0,29
A6.2,4,Abhraloha,2,V2.23,19
A6.2,5,Abhyanga,5,J1.0,2
A6.2,6,Abhyanga-Ardhanga,2,P5.0,11
A6.2,7,Abhyanga-Ekanga,1,V2.10,13
A6.2,8,Acido-Nil,5,V2.63,19
A6.2,9,Acineutra Liquid,3,S4.0,2
A6.2,10,Acupuncture,2,V1.0,3
A6.2,11,Amlant,15,N2.1,1
A6.2,12,Amlapitta Mishrana,27,A3.0,2
A6.2,13,Amodini,1,N2.18,3
A6.2,14,Amruthadi Guggulu,1,N2.21.0,2
A6.2,15,Amrutharishtam,3,V2.30,3
A6.2,16,Anuloma DS,5,A7.0,3
A6.2,17,Aragwadhadi,1,V2.0,21
A6.2,18,Ardrakasavam,1,V2.2,7
A6.2,19,Arogyavardhini,2,D1.0,2
A6.2,20,Arthrojith,2,A16.0,2
A6.2,21,Ashta,3,S18.1,3
A6.2,22,Ashtavargam,1,K9.0,3
A6.2,23,Ashwagandha,1,S13.11,12
A6.2,24,Ashwamed,2,A12.10,1
A6.2,25,Ashwagandarishtam,1,J1.6,1
A6.2,26,Ashwagandhadi,1,K10.38A,4
A6.2,27,Aswal Plus,3,P5.4,2
A6.2,28,Avipathi,13,A12.0,1
A6.2,29,Ayaskrithy,1,P2.0,1
A6.2,30,Balaguluchyadi,1,S3.3,7
A6.2,31,Balahatadi,3,S14.21,3
A6.2,32,Balajeerakadi,2,K3.0,1
A6.2,33,Balarishtam,1,A13.0,2
A6.2,34,Bharngyadi,1,M10.1,7
A6.2,35,Bhunimbadi,1,S2.10,5
A6.2,36,Brahmi Drakshadi,1,M12.0,1
A6.2,37,Brahmi,1,M13.0,1
A6.2,38,Brihat Vata Chintamani Plain,1,A11.0,3
A6.2,39,Cardimap,1,V5.1,2
A6.2,40,Cardorium Plus,1,P2.2,1
A6.2,41,Cervilon,1,S15.38,5
A6.2,42,Chandanasavam,1,V2.36,4
A6.2,43,Chinchadi,4,S15.42,1
A6.2,44,Chyavanaprasam,3,MS G1.0,9
A6.2,45,Bandhana,1,M18.11.0,1
A6.2,46,Dadimadi,2,K4.13,1
A6.2,47,Dadimashtaka,1,K4.0,1
A6.2,48,Dadimavaleh,1,N5.0,1
A6.2,49,Dasamoola,1,S1A.0,2
A6.2,50,Dasamoolakaduthrayam,1,O1.4,1
A6.2,51,Dasamoolarishtam,2,N4.46.2.1,1
A6.2,52,Decrin Plus,2,S16.0,5
A6.2,53,Dhanwantaram (101) Gel,2,A13.3,1
A6.2,54,Dhanwantaram (101),2,S3A.0,1
A6.2,55,Dhanwantaram,7,M5.0,2
A6.2,56,Dhara-Taila-Sarvanga,1,S2.5,1
A6.2,57,Dhara-Taila-Shiro,1,N4.0,5
A6.2,58,Dietetics Rounds,5,N4.50.2.0,1
A6.2,59,Dologran,4,A5.0,5
A6.2,60,Drakshadi,3,S0.0,1
A6.2,61,Draksharishtam,3,S2.14,2
A6.2,62,Exercise Therapy,1,G9.0,2
A6.2,63,Flexy,2,S3.0,2
A6.2,64,Flexy Forte,1,S16.22,1
A6.2,65,G P,1,S13.14,1
A6.2,66,G T,5,S1A.4,1
A6.2,67,Gandha Thaila,1,A2.0,2
A6.2,68,Gandharvahastadi,2,M5.1,1
A6.2,69,Gasex,1,S14.16,1
A6.2,70,Gokshuradi Guggulu,1,G13.0,1
A6.2,71,Guduchi,1,k12.0,1
A6.2,72,Himcocid,4,S15.31,1
A6.2,73,Hinguvachadi,15,M2.0,1
A6.2,74,Histantin,1,S13.19,1
A6.2,75,IFT,1,V2.9,1
A6.2,76,IHC Brihat triphala,1,MS R1,2
A6.2,77,IHC Punarnava,1,B5,1
A6.2,78,IHC Triphala,1,M18.9.1,1
A6.2,79,Indukantam,17,S18.0,1
A6.2,80,Indukanthamritham,1,M10.2,1
A6.2,81,Jeerakadhyarishtam,3,V9.0,1
A6.2,82,Jodarin,1,S16.1,1
A6.2,83,Kachooradi,1,S14.1,1
A6.2,84,Kaisora Guggulu DS,1,G8.0,1
A6.2,85,Kaisora Guggulu,1,G9.7,1
A6.2,86,Kalyanagulam,1,S13.18,1
A6.2,87,Kalyanavaleham,1,S14.0,2
A6.2,88,Kamadugha Mouktik,8,G10.0,1
A6.2,89,Kamadugha Plain,1,M18.9.2,1
A6.2,90,Kanchanara Guggulu,1,N4.35,1
A6.2,91,Kashaya,2,S14.18,1
A6.2,92,Kineaz,1,G9.4,1
A6.2,93,Kottamchukkadi,11,,
A6.2,94,Krimikutara,1,,
A6.2,95,Ksheerabala,9,,
A6.2,96,Kumaryasavam,2,,
A6.2,97,Kusuma Bath,1,,
A6.2,98,Kusumangana,1,,
A6.2,99,Lepam Ekanga,1,,
A6.2,100,Liv 52 DS,1,,
A6.2,101,Liv Up,1,,
A6.2,102,Livomyn,1,,
A6.2,103,Lumbaton Plus,2,,
A6.2,104,Lumbaton,3,,
A6.2,105,M2 Tone,1,,
A6.2,106,Madhuyashtyadi,1,,
A6.2,107,Madiphala,7,,
A6.2,108,Mahamasha,1,,
A6.2,109,Mahanarayana,1,,
A6.2,110,Mahathikthakam,1,,
A6.2,111,Mahavishagarba,1,,
A6.2,112,Mahayogaraj Guggulu,1,,
A6.2,113,Manasamithra,3,,
A6.2,114,Mebarid,1,,
A6.2,115,Medohar Vidangadi Loha,1,,
A6.2,116,Moist Therapy,2,,
A6.2,117,Murivenna,1,,
A6.2,118,Mustadi Marma,1,,
A6.2,119,Myostaal Gel,1,,
A6.2,120,Myostaal forte,2,,
A6.2,121,Myostal,8,,
A6.2,122,Neuron,5,,
A6.2,123,Nilsin,2,,
A6.2,124,Nirocil,1,,
A6.2,125,Nisa Amalaki,1,,
A6.2,126,Nucart OA,2,,
A6.2,127,Nuro - XT,6,,
A6.2,128,Oil Application - Ekanga,2,,
A6.2,129,Palsinuron,5,,
A6.2,130,Panchamrita Loha Guggulu,3,,
A6.2,131,Panchathikthakam,2,,
A6.2,132,Panchavalkala,1,,
A6.2,133,Panchavalkala Kashaya,1,,
A6.2,134,Paneeya,2,,
A6.2,135,Pathyakshadhathryadi,10,,
A6.2,136,Patola Katurobinyadi,1,,
A6.2,137,Patolamooladi,1,,
A6.2,138,Phalathrika,1,,
A6.2,139,Pilocid Gel,1,,
A6.2,140,Pilocid,1,,
A6.2,141,Prabhanjanam,1,,
A6.2,142,Pranada,2,,
A6.2,143,Prasaranyadi,1,,
A6.2,144,Prasarini,1,,
A6.2,145,Protex D,1,,
A6.2,146,Prunilol,1,,
A6.2,147,Punaranavadi,1,,
A6.2,148,Pushkaramoolasavam,1,,
A6.2,149,Pyroflex,2,,
A6.2,150,Radona,1,,
A6.2,151,Ramabana,1,,
A6.2,152,Rasarajeshwar,1,,
A6.2,153,Rasnaerandadi,4,,
A6.2,154,RasnaSapthakam,2,,
A6.2,155,Rasnayogaraja Guggulu,1,,
A6.2,156,Rheumaheal Balm,1,,
A6.2,157,Rhinagra,1,,
A6.2,158,Rumalaya Forte,1,,
A6.2,159,Rumastal Forte,7,,
A6.2,160,S G,2,,
A6.2,161,Sahacharadi,2,,
A6.2,162,Sallaki,1,,
A6.2,163,Sallaki M R,3,,
A6.2,164,Sanka,1,,
A6.2,165,Sarasaparilla,1,,
A6.2,166,Septilin,1,,
A6.2,167,Sadabindu,1,,
A6.2,168,Shankha,4,,
A6.2,169,Shatavari Kalpa,1,,
A6.2,170,Sheetaprabha,1,,
A6.2,171,Shirahshooladi Vajra,1,,
A6.2,172,Shoolari,1,,
A6.2,173,Simlim,2,,
A6.2,174,Sinol,1,,
A6.2,175,Sinus 44,2,,
A6.2,176,Sitophaladi,1,,
A6.2,177,Snehapana,3,,
A6.2,178,Sooktyn,15,,
A6.2,179,Soothashekar Plain,6,,
A6.2,180,Soothashekar Gold,1,,
A6.2,181,Soothashekar,2,,
A6.2,182,Step,1,,
A6.2,183,Stomatab,2,,
A6.2,184,Stonex,1,,
A6.2,185,Stresscom,1,,
A6.2,186,Sukumaram,3,,
A6.2,187,Suvarna Mukthadi,1,,
