option_id,field_id,display_order,option_value,status,value_code,phrase_category_id,pattern_id,old_option_id
698,143,7,Nadishodhana with Bahir kumbhaka,A,0,,,
699,143,8,Nadishodhana with Antar & Bahir kumbhaka,A,0,,,
700,143,9,Bhramari,A,0,,,
701,143,10,Bhramari with Antar-kumbhaka,A,0,,,
702,143,11,Bhastrika with alternate nostrills,A,0,,,
703,143,12,Bhastrika with both nostrills,A,0,,,
704,143,13,Ujjayi,A,0,,,
705,143,14,Ujjayi with Antar-kumbhaka,A,0,,,
706,143,15,Sadanta,A,0,,,
707,143,16,Sheetali,A,0,,,
708,143,17,Sheetkari,A,0,,,
709,144,1,Jnana mudra,A,0,,,
710,144,2,Chinmudra,A,0,,,
711,144,3,Yoni mudra,A,0,,,
712,144,4,Bhairava mudra,A,0,,,
713,144,5,Bhairavi mudra,A,0,,,
714,144,6,Hrudaya mudra,A,0,,,
715,144,7,Shambhavi mudra,A,0,,,
716,144,8,Nasikagra drishti,A,0,,,
717,144,9,Khechari mudra,A,0,,,
718,144,10,Kaki mudra,A,0,,,
719,144,11,Bhuchari mudra,A,0,,,
720,144,12,Shanmukhi mudra,A,0,,,
721,144,13,Pashini mudra,A,0,,,
722,144,14,Tadagi mudra,A,0,,,
723,144,15,Ashwini mudra,A,0,,,
724,145,1,Jalandhara bandha,A,0,,,
725,145,2,Uddiyana bandha,A,0,,,
726,145,3,Mula bandha,A,0,,,
727,145,4,Maha bandha,A,0,,,
731,147,1,Nadanusandhana,A,0,,,
732,147,2,CM-Cyclic Meditation,A,0,,,
733,147,3,PET-Pranic Energization Technique,A,0,,,
734,147,4,MSRT-Mind Sound Resonance Technique,A,0,,,
739,159,1,OD,A,0,,,
740,159,2,OS,A,0,,,
802,199,1,Normal,A,0,,,
803,199,2,More than Normal,A,0,,,
745,163,1,OD,A,0,,,
746,163,2,OS,A,0,,,
747,164,1,Right,A,0,,,
748,164,2,Left,A,0,,,
749,165,1,Right,A,0,,,
750,165,2,Left,A,0,,,
751,166,1,Right,A,0,,,
752,166,2,Left,A,0,,,
753,167,1,Right,A,0,,,
754,167,2,Left,A,0,,,
755,168,1,Right,A,0,,,
756,168,2,Left,A,0,,,
735,152,1,Bowel,A,0,,,
736,152,2,Appetite,A,0,,,
737,152,3,Micturation,A,0,,,
738,152,4,Sleep,A,0,,,
743,161,1,OD,A,0,,,
744,161,2,OS,A,0,,,
741,160,1,OD,A,0,,,
742,160,2,OS,A,0,,,
757,184,1,Vegetarian,A,0,,,
758,184,2,Mixed,A,0,,,
759,185,1,Potatoes,A,0,,,
760,185,2,Tomatoes,A,0,,,
761,185,3,Spinach,A,0,,,
762,186,1,Rice,A,0,,,
763,186,2,Barley,A,0,,,
764,186,3,Wheat,A,0,,,
765,186,4,Ragi,A,0,,,
766,187,1,Green Gram,A,0,,,
767,187,2,Black Gram,A,0,,,
768,187,3,Horse Gram,A,0,,,
769,187,4,Chanaka Gram,A,0,,,
770,187,5,tila,A,0,,,
771,187,6,Aprouted,A,0,,,
772,188,1,FastFoods,A,0,,,
773,188,2,Chats,A,0,,,
774,188,3,Pizza,A,0,,,
775,189,1,Biscuits,A,0,,,
776,189,1,Cake/Pasteries,A,0,,,
777,189,3,Sweets,A,0,,,
778,190,1,Milk,A,0,,,
779,190,2,Curds,A,0,,,
780,190,3,Butter Milk,A,0,,,
781,190,4,Ghee,A,0,,,
782,190,5,Milk and Curd,A,0,,,
783,190,6,Milk & Salt,A,0,,,
784,190,7,Paneer,A,0,,,
785,191,1,Soft drinks,A,0,,,
786,191,2,Hot Drinks,A,0,,,
787,191,3,Milk Shakes,A,0,,,
788,192,1,Pickles,A,0,,,
789,192,2,Chutneys,A,0,,,
790,192,3,Chillies,A,0,,,
791,192,4,Garlic,A,0,,,
792,192,5,Ginger,A,0,,,
793,193,1,Refined Oil,A,0,,,
794,193,2,Non Refined Oil,A,0,,,
795,194,1,Cucumber,A,0,,,
796,194,2,Fruit Salads,A,0,,,
797,194,3,Carrot,A,0,,,
798,194,4,Onion,A,0,,,
799,194,5,Raddish,A,0,,,
800,198,1,Thirsty,A,0,,,
801,198,2,Not Thirsty,A,0,,,
806,202,1,Egg,A,0,,,
807,202,2,Chicken,A,0,,,
808,202,3,Meat,A,0,,,
809,203,1,Goat,A,0,,,
810,203,2,Sheep,A,0,,,
811,203,3,Beef,A,0,,,
812,203,4,Pork,A,0,,,
804,201,1,Regular,A,0,,,
805,201,2,Irregular,A,0,,,
813,204,1,Regular,A,0,,,
814,204,2,Irregular,A,0,,,
815,205,1,Breakfast,A,0,,,
816,205,2,Lunch,A,0,,,
817,205,3,Dinner,A,0,,,
818,206,1,While Hungry,A,0,,,
819,206,2,Without Hunger,A,0,,,
820,207,1,Present,A,0,,,
821,207,2,Absent,A,0,,,
822,208,1,BeforeFood,A,0,,,
823,208,2,After Food,A,0,,,
824,211,1,Wake UpTime,A,0,,,
825,211,2,Sleeping Time,A,0,,,
826,212,1,Heena,A,0,,,
827,212,2,Madhyama,A,0,,,
828,212,3,Uttama,A,0,,,
829,213,1,Smell,A,0,,,
830,213,2,Consistency(Well formed/hard/Liquid),A,0,,,
831,214,1,Frequency,A,0,,,
832,214,2,Colour,A,0,,,
833,214,3,Smell,A,0,,,
834,214,4,Any Complaints,A,0,,,
835,215,1,Smoking,A,0,,,
836,215,2,Alcohol,A,0,,,
837,215,3,Tea,A,0,,,
838,215,4,Coffee,A,0,,,
839,215,5,Pan,A,0,,,
840,215,6,Others,A,0,,,
858,223,1,Weight:,A,0,,,
859,223,2,Height,A,0,,,
860,223,3,BMI,A,0,,,
861,223,4,Head circumference,A,0,,,
862,223,5,Relation of Head size with Chest circumference,A,0,,,
863,223,6,Mid arm circumference,A,0,,,
864,223,7,Span measurement,A,0,,,
901,227,1,Social smile (smiles after being talked to)(2 Mts),A,0,,,
902,227,2,Recognizes mother (3 Mts),A,0,,,
903,227,3,Recognizes strangers (6 Mts),A,0,,,
904,227,4,Waves  bye bye (9 Mts),A,0,,,
905,227,5,"Comes when called, plays simple ball game (12 Mts)",A,0,,,
906,227,6,Jargon (unintelligent talks)(15 Mts),A,0,,,
907,227,7,"Copies parents activity (sweeping, etc) (18 Mts)",A,0,,,
908,227,8,"Asks for food / drink / toilet, pulls people to show toys (2 yrs)",A,0,,,
909,227,9,"Shares toys, knows full name & gender (3 Yrs)",A,0,,,
910,227,10,"Plays cooperatively in a group, goes to toilet alone (4 Yrs)",A,0,,,
919,232,1,Stocky(Compact) / Broad   ,A,0,,,
920,232,2,Average built,A,0,,,
921,232,3,Thin /Boney,A,0,,,
922,233,1,"Heavy, Difficulties in losing weight",A,0,,,
923,233,2,"Moderate, No difficulties in gaining or losing weight",A,0,,,
924,233,3,"Low, Difficulties in gaining weight",A,0,,,
925,234,1,Wellformed,A,0,,,
926,234,2,Moderately formed,A,0,,,
927,234,3,Weak,A,0,,,
928,235,1,large & wellformed,A,0,,,
929,235,2,Medium & moderately formed,A,0,,,
930,235,3,Small & poorley formed,A,0,,,
931,236,1,Broad & wellformed,A,0,,,
932,236,2,Normal size,A,0,,,
933,236,3,small,A,0,,,
934,237,1,Not prominent,A,0,,,
935,237,2,Less prominent,A,0,,,
936,237,3,Prominent,A,0,,,
937,238,1,"Thick and moist/greasy, cold",A,0,,,
938,238,2,"Smooth and warm, oily T-zone",A,0,,,
939,238,3,"Thin and dry, cool to touch, rough",A,0,,,
940,239,1,"Thick , wavy,  dark black ",A,0,,,
941,239,2,"Soft, straight fine, brown",A,0,,,
942,239,3,"Thin, dry & Brittle dullblack/grey",A,0,,,
943,240,1,"Dark pink,large and hard nails",A,0,,,
944,240,2,pink and soft nails,A,0,,,
945,240,3,"Delicate, small and chipped nails",A,0,,,
946,241,1,Broad,A,0,,,
947,241,2,Medium,A,0,,,
948,241,3,Narrow/ small ,A,0,,,
949,242,1,"Dark pink,Full and smooth ",A,0,,,
950,242,2,Pink and soft,A,0,,,
951,242,3,"Pale,thin ,dry,crack easily",A,0,,,
952,243,1,large and moist,A,0,,,
953,243,2,Moderate size,A,0,,,
954,243,3,"Small and dry, blink a lot",A,0,,,
955,244,1,pink & wellformed,A,0,,,
956,244,2,pink & moderately formed,A,0,,,
957,244,3,Pale & not wellformed,A,0,,,
958,245,1,"wellformed,strong",A,0,,,
959,245,2,moderatly formed,A,0,,,
960,245,3,"crooked, decay",A,0,,,
961,246,1,"pleasant, harmonious, low pitch",A,0,,,
877,225,1,"Hands predominantly closed,  Grasp reflex (1Mt)",A,0,,,
878,225,2,"Hands frequently open, slight grasp reflex (2 Mts)",A,0,,,
879,225,3,unfisting (3 Mts),A,0,,,
880,225,4,Bi-dextrous reach (4 Mts),A,0,,,
881,225,5,"Uni-dextrous reach, transfers object (6 Mts)",A,0,,,
882,225,6,"Immature pincer grasp, probes with fore finger (9 Mts)",A,0,,,
883,225,7,"Mature pincer grasp, voluntarily release (12 Mts)",A,0,,,
884,225,8,"Imitates scribbling , can make towers of 2 blocks (15 Mts)",A,0,,,
885,225,9,"Scribbles, can make towers of 2 blocks (18 Mts)",A,0,,,
912,228,1,Social smile (2 Mts),A,0,,,
913,228,2,Head control (4 Mts),A,0,,,
914,228,3,Inability to recognise mother (6 Mts),A,0,,,
915,228,4,Inability to sit (6 Mts),A,0,,,
916,228,5,Inability to to creep (9 Mts),A,0,,,
890,226,1,Alert to sound (1 Mt),A,0,,,
891,226,2,Coos (3 Mts),A,0,,,
892,226,3,Laughs loud (4 Mts),A,0,,,
893,226,4,"mono syllables (ba, da, pa) (6 Mts)",A,0,,,
894,226,5,"Bi syllables (mama, baba, dada) (9 Mts)",A,0,,,
895,226,6,1-2 word with meaning (12 Mts),A,0,,,
896,226,7,8-10 words vocabulary (18 Mts),A,0,,,
897,226,8,"2-3 words sentences, uses pronouns  (I, me, you) (2 Yrs)",A,0,,,
898,226,9,"Asks questions, knows full name & gender (3 Yrs)",A,0,,,
899,226,10,"Says song / poem, tells stories (4 Yrs)",A,0,,,
900,226,11,Asks meaning of words (5 Yrs),A,0,,,
917,228,6,Inability to stand (12 Mts),A,0,,,
918,228,7,Inability to walk (18 Mts),A,0,,,
841,216,1,Cycle,A,0,,,
842,216,2,Interval,A,0,,,
843,216,3,Duration Of Flow,A,0,,,
844,216,4,Pain during menstruation,A,0,,,
845,218,1,Appearance,A,0,,,
846,218,2,Body Weight,A,0,,,
847,218,3,Pulse (Nadi),A,0,,,
848,218,4,Blood Pressure,A,0,,,
962,246,2,Loud and sharp,A,0,,,
963,246,3,"low volume, hoarse and cracking",A,0,,,
970,249,1,likes sweet but accustemed to all taste,A,0,,,
971,249,2,"likes sour ,salt",A,0,,,
972,249,3,does not have likings for food,A,0,,,
973,250,1,"long and sound sleeper, has difficulties awakening ",A,0,,,
974,250,2,sleeps deep and wakes up easily,A,0,,,
975,250,3,"Light sleeper, disturbed pattern",A,0,,,
976,251,1,Very good   Excellent long-term memory,A,0,,,
1026,255,5,Sweet potato,A,0,,,
977,251,2,"moderate, remembers details clearly and forgets slowly",A,0,,,
978,251,3,"poor short attention span, forgets things easily",A,0,,,
979,252,1,Jowar,A,0,,,
980,252,2,Ragi,A,0,,,
981,252,3,Red rice,A,0,,,
982,252,4,Wheat,A,0,,,
983,252,5,Bajra,A,0,,,
984,252,6,Indian millet,A,0,,,
985,252,7,Maize,A,0,,,
986,252,8,Barley,A,0,,,
987,253,1,Black gram,A,0,,,
988,253,2,Horse gram,A,0,,,
989,253,3,Green gram,A,0,,,
990,253,4,Tuvar Dal,A,0,,,
991,253,5,Bengal gram,A,0,,,
992,253,6,Pigeon pea,A,0,,,
993,253,7,Cow pea,A,0,,,
994,253,8,Kidney bean,A,0,,,
995,253,9,Lentil,A,0,,,
996,253,10,Avarae kalu,A,0,,,
1074,261,1,Radish (tender),A,0,,,
1075,261,2,Onion,A,0,,,
1076,261,3,Garlic,A,0,,,
1077,261,4,Carrot,A,0,,,
1078,261,5,Sweet Potato,A,0,,,
1079,261,6,Yam,A,0,,,
1080,262,1,Egg,A,0,,,
1081,262,2,Mutton,A,0,,,
1082,262,3,Beef,A,0,,,
1083,262,4,Pork,A,0,,,
1084,262,5,Chicken,A,0,,,
1085,262,6,Fish,A,0,,,
865,224,1,Neck holding(3 Mts),A,0,,,
866,224,2,Rollover (5 Mts),A,0,,,
867,224,3,Sitting with support (6 Mts),A,0,,,
868,224,4,Sitting without support (8Mts),A,0,,,
869,224,5,Standing with support (9 Mts),A,0,,,
870,224,6,"Standing without support (12Mts), walks but falls, creeps well",A,0,,,
871,224,7,Walks alone Creeps upstairs (15 Mts),A,0,,,
872,224,8,"Runs, explore drawers (18 Mts)",A,0,,,
873,224,9,"Walks up & down stairs, jumps (2 Yrs)",A,0,,,
874,224,10,"Writs tricycle, alternate feet going upstairs (3 Yrs)",A,0,,,
875,224,11,"Hops on one foot, alternate feet moving downstairs (4Yrs)",A,0,,,
876,224,12,Skips (5 Yrs),A,0,,,
886,225,10,"Can make towers of 6 blocks, vertical and circular stroke (2 Yrs)",A,0,,,
887,225,11,"Can make towers of 9 blocks, copies  circle (3 Yrs)",A,0,,,
888,225,12,Copies cross bridge with blocks (4 Yrs),A,0,,,
889,225,13,Copies triangle (5 Yrs),A,0,,,
911,227,11,"Helps in household tasks, dress & undress (5 Yrs)",A,0,,,
964,247,1,constant but can skip meals easily and tolerate hunger,A,0,,,
965,247,2,"Strong, cannot skip meals and will have to eat again",A,0,,,
966,247,3,"unpredictable, irregular",A,0,,,
967,248,1,regular wellformed stools,A,0,,,
968,248,2,"loosestools ,irreegular",A,0,,,
854,221,1,Appearance,A,0,,,
855,221,2,Body weight in kgs,A,0,,,
856,221,3,Pulse (Nadi),A,0,,,
857,221,4,Blood Pressure,A,0,,,
849,220,1,Daily,A,0,,,
850,220,2,Once in a week,A,0,,,
851,220,3,Once in a fortnight,A,0,,,
852,220,4,Once in a Month,A,0,,,
853,220,5,Rare,A,0,,,
969,248,3,"hard,constipated",A,0,,,
997,254,1,Ash Gourd,A,0,,,
998,254,2,Cucumber,A,0,,,
999,254,3,Snake Gourd,A,0,,,
1000,254,4,pumpkin,A,0,,,
1001,254,5,Brinjal,A,0,,,
1002,254,6,Bimbi (Todaekai),A,0,,,
1003,254,7,Sponge gourd,A,0,,,
1004,254,8,Bottle gourd,A,0,,,
1005,254,9,Ridge gourd,A,0,,,
1006,254,10,Bitter gourd,A,0,,,
1007,254,11,lady's finger,A,0,,,
1008,254,12,Leafy vegetables,A,0,,,
1009,254,13,Centella leaves,A,0,,,
1010,254,14,Drumstick leaves,A,0,,,
1011,254,15,Drumstick flowers,A,0,,,
1012,254,16,purslane,A,0,,,
1013,254,17,Methi leaves,A,0,,,
1014,254,18,Radish leaves,A,0,,,
1015,254,19,Dill Leaves,A,0,,,
1016,254,20,Onion leaves,A,0,,,
1017,254,21,Banana stem,A,0,,,
1018,254,22,Banana flowers,A,0,,,
1019,254,23,Potato,A,0,,,
1020,254,24,Spinach,A,0,,,
1021,254,25,mushroom,A,0,,,
1030,256,1,Dates,A,0,,,
1031,256,2,Badara,A,0,,,
1032,256,3,Grapes-ripe,A,0,,,
1033,256,4,Gooseberry,A,0,,,
1034,256,5,Grapes Ripe,A,0,,,
1035,256,6,Jackfruit ripe,A,0,,,
1036,256,7,mango ripe,A,0,,,
1037,256,8,Pomegranate,A,0,,,
1038,256,9,Water melon,A,0,,,
1039,256,10,cherry plum-ripe,A,0,,,
1040,256,11,custard apple,A,0,,,
1041,256,12,bael,A,0,,,
1042,256,13,Cocum,A,0,,,
1043,256,14,Butter fruit,A,0,,,
1044,256,15,Almond,A,0,,,
1045,256,16,Fig,A,0,,,
1046,256,17,Walnut,A,0,,,
1047,256,18,Wood Apple,A,0,,,
1048,256,19,Papaya,A,0,,,
1049,256,20,Orange,A,0,,,
1050,256,21,Pineapple,A,0,,,
1051,256,22,Cashewnut,A,0,,,
1052,257,1,Cowâs milk/ curd/ ghee,A,0,,,
1053,257,2,Goats milk/ curd/ghee,A,0,,,
1054,257,3,Butter milk Lassi,A,0,,,
1055,257,4,Butter,A,0,,,
1063,259,1,Groundnut ,A,0,,,
1064,259,2,Coconut,A,0,,,
1065,259,3,Musturd,A,0,,,
1066,259,4,Sunflower,A,0,,,
1067,259,5,Olive,A,0,,,
1068,259,6,Sesame,A,0,,,
1069,259,7,Palm,A,0,,,
1070,259,8,Castor,A,0,,,
1071,259,9,Cottonseed ,A,0,,,
1072,260,1,Hot,A,0,,,
1073,260,2,Cold,A,0,,,
1022,255,1,Radish (tender),A,0,,,
1023,255,2,Onion,A,0,,,
1024,255,3,Garlic,A,0,,,
1025,255,4,Carrot,A,0,,,
1027,255,6,yam,A,0,,,
1028,255,7,radish -ripe,A,0,,,
1029,255,8,Potato,A,0,,,
1056,258,1,Sheep,A,0,,,
1057,258,2,chicken,A,0,,,
1058,258,3,cow,A,0,,,
1059,258,4,Goat,A,0,,,
1060,258,5,Fish,A,0,,,
1061,258,6,egg,A,0,,,
1062,258,7,Pig,A,0,,,
1113,309,0,Sharp,A,"",,,28
1114,309,0,Throbbing,A,"",,,29
1115,309,0,Burning,A,"",,,30
1116,309,0,Radiating,A,"",,,31
1117,309,0,Others,A,"",,,32
1118,310,0,Yesterday,A,"",,,33
1119,310,0,2 Days ago,A,"",,,34
1120,310,0,4 Days ago,A,"",,,35
1121,310,0,6 Days ago,A,"",,,36
1122,310,0,1 Week ago,A,"",,,37
1123,310,0,2 Weeks ago,A,"",,,38
1124,310,0,3 Weeks ago,A,"",,,39
1125,310,0,4 Weeks ago,A,"",,,40
1126,310,0,2 Months ago,A,"",,,41
1127,310,0,3 Months ago,A,"",,,42
1128,310,0,4 Months ago,A,"",,,43
1129,310,0,6 Months ago,A,"",,,44
1130,311,0,Constant,A,"",,,45
1131,311,0,Frequent,A,"",,,46
1132,311,0,Intermittent,A,"",,,47
1133,312,0,Fall,A,"",,,48
1134,312,0,Lifting Heavy Object,A,"",,,49
1135,313,0,Better when heat is applied,A,"",,,50
1136,313,0,Better when ice pack is applied,A,"",,,51
1137,313,0,Better when lying down,A,"",,,52
1138,314,0,Mild,A,"",,,53
1139,314,0,Moderate,A,"",,,54
1140,314,0,Severe,A,"",,,55
1141,314,0,Pain scale 2/10,A,"",,,56
1142,314,0,Pain scale 4/10,A,"",,,57
1143,314,0,Pain scale 6/10,A,"",,,58
1144,314,0,Pain scale 8/10,A,"",,,59
1145,314,0,Pain scale 10/10,A,"",,,60
1146,315,0,Numbness,A,"",,,61
1147,315,0,Weakness,A,"",,,62
1148,315,0,Dizziness,A,"",,,63
1149,315,0,Vomiting,A,"",,,64
1150,315,0,Nausea,A,"",,,65
1151,315,0,Fever,A,"",,,66
1152,315,0,Cough,A,"",,,67
1153,315,0,Headache,A,"",,,68
1154,315,0,Myalgia,A,"",,,69
1155,315,0,Abdominal Pain,A,"",,,70
1749,445,1,ahara,A,"",,,
1158,308,0,Scalp,A,"",,,1
1159,308,0,Face,A,"",,,2
1160,308,0,Neck,A,"",,,3
1161,308,0,Throat,A,"",,,4
1162,308,0,Eyes,A,"",,,5
1163,308,0,Ears,A,"",,,6
1164,308,0,Nose,A,"",,,7
1165,308,0,Teeth,A,"",,,8
1166,308,0,Teeth,A,"",,,9
1167,308,0,Tongue,A,"",,,10
1168,308,0,Lips,A,"",,,11
1169,308,0,Head,A,"",,,12
1170,308,0,Chest,A,"",,,13
1171,308,0,Abdomen,A,"",,,14
1172,308,0,Uterus,A,"",,,15
1173,308,0,Cervical Spine,A,"",,,16
1174,308,0,Lubosacral Spine,A,"",,,17
1175,308,0,Shoulders,A,"",,,18
1176,308,0,Hand,A,"",,,19
1177,308,0,Wrist,A,"",,,20
1178,308,0,Fingers,A,"",,,21
1179,308,0,Pelvis,A,"",,,22
1180,308,0,Legs,A,"",,,23
1181,308,0,Knee,A,"",,,24
1182,308,0,Foot,A,"",,,25
1183,308,0,Ankle,A,"",,,26
1184,308,0,Toes,A,"",,,27
1185,317,1,Diabetes,A,"",,,356
1186,317,2,Hypertension,A,"",,,357
1187,317,3,Allergy,A,"",,,358
1188,317,4,Renal Diseases,A,"",,,458
1189,317,5,Liver Diseases,A,"",,,459
1190,317,6,Food Allergy,A,"",,,460
1191,317,7,Food Intolerance,A,"",,,461
1192,318,1,Menarche (yrs),A,0,,,229
1193,318,2,Menopause (yrs),A,0,,,230
1194,318,3,LMP,I,0,,,231
1195,318,4,Menstrual Cycle (Days),I,0,,,232
1196,320,1,Thick,A,0,,,233
1197,320,2,Thin,A,0,,,234
1198,321,1,Scanty,A,0,,,235
1199,321,2,Moderate,A,0,,,236
1200,321,3,Heavy,A,0,,,237
1201,322,1,Present,A,0,,,238
1202,322,2,Absent,A,0,,,239
1203,323,1,Present,A,0,,,240
1204,323,2,Absent,A,0,,,241
1205,324,1,MH,A,"",,,242
1206,324,2,LMP,A,"",,,243
1207,324,3,PMH,A,"",,,244
1208,325,1,Colour,A,"",,,245
1209,325,2,Consistency,A,"",,,246
1210,325,3,Flow,A,"",,,247
1211,325,4,Clots,A,"",,,248
1212,325,5,Smell,A,"",,,249
1213,325,6,Discharge,A,"",,,250
1214,325,7,Pre Menstrual Symptoms,A,"",,,251
1215,325,8,Menopausal Symptoms,A,"",,,252
1216,326,1,Vata,A,"",,,273
1217,326,2,Pitta,A,"",,,274
1218,326,3,Kapha,A,"",,,275
1219,326,4,Vata Pitta,A,"",,,276
1220,326,5,Vata Kapha,A,"",,,277
1221,326,6,Pitta Vata,A,"",,,278
1222,326,7,Pitta Kapha,A,"",,,279
1223,326,8,Kapha Vata,A,"",,,280
1224,326,9,Kapha Pitta,A,"",,,281
1225,326,10,Sannipataja,A,"",,,282
1226,327,1,Rasa,A,"",,,283
1227,327,2,Rakta,A,"",,,284
1228,327,3,Mamsa,A,"",,,285
1229,327,4,Meda,A,"",,,286
1230,327,5,Asthi,A,"",,,287
1231,327,6,Majja,A,"",,,288
1232,327,7,Shukra,A,"",,,289
1233,327,8,Mala,A,"",,,290
1234,327,9,Mutra,A,"",,,291
1235,327,10,Sweda,A,"",,,292
1236,327,11,Stanya,A,"",,,293
1237,327,12,Artava,A,"",,,294
1238,327,13,Kandara,A,"",,,295
1239,327,14,Sira,A,"",,,296
1240,327,14,Twacha,A,"",,,297
1241,327,15,Vasa,A,"",,,298
1242,327,16,Snayu,A,"",,,299
1243,327,17,Ojas,A,"",,,300
1244,327,18,Danta,A,"",,,301
1245,328,1,Pranavaha,A,"",,,302
1246,328,2,Udakavaha,A,"",,,303
1247,328,3,Annavaha,A,"",,,304
1248,328,4,Rasavaha,A,"",,,305
1249,328,5,Raktavaha,A,"",,,306
1250,328,6,Mamsavaha,A,"",,,307
1251,328,7,Medovaha,A,"",,,308
1252,328,8,Asthivaha,A,"",,,309
1253,328,9,Majjavaha,A,"",,,310
1254,328,10,Sukravaha,A,"",,,311
1255,328,11,Artavavaha,A,"",,,312
1256,328,12,Pureeshavaha,A,"",,,313
1257,328,13,Mutravaha,A,"",,,314
1258,328,14,Swedavaha,A,"",,,315
1259,328,15,Manovaha,A,"",,,316
1260,328,16,Viddalaxana,A,"",,,317
1261,329,1,Ati pravrutti,A,"",,,318
1262,329,2,Sangha,A,"",,,319
1263,329,3,Vimarga gamana,A,"",,,320
1264,329,4,Sira granthi,A,"",,,321
1265,330,1,Bahya,A,"",,,322
1266,330,2,Madhyama,A,"",,,323
1267,330,3,Abhyantara,A,"",,,324
1268,331,1,Sadhya,A,"",,,325
1269,331,2,Kashta sadhya,A,"",,,326
1270,331,3,Yapya,A,"",,,327
1271,331,4,Asadhya,A,"",,,328
1272,332,1,Pravara,A,"",,,329
1273,332,2,Madhyama,A,"",,,330
1274,332,3,Avara,A,"",,,331
1275,340,1,Neurological,A,"",,,332
1276,340,2,Ophthalmic,A,"",,,333
1277,340,3,ENT,A,"",,,334
1278,340,4,Cardiovascular,A,"",,,335
1279,340,5,Respiratory,A,"",,,336
1280,340,6,Gastrointestinal,A,"",,,337
1281,340,7,Urinary,A,"",,,338
1282,340,8,Genital,A,"",,,339
1283,340,9,Musculoskeletal,A,"",,,340
1284,340,10,Integumentary,A,"",,,341
1285,340,11,Endocrine,A,"",,,342
1286,340,12,Psychiatric,A,"",,,343
1287,340,13,Hemotological/Lymphatic,A,"",,,344
1288,340,14,Allergic/Immunologic,A,"",,,345
1289,340,15,Local Examination,I,"",,,346
1290,340,16,All other systems,A,"",,,347
1291,348,1,Rasa,A,0,,,382
1292,348,2,Rakta,A,0,,,383
1293,348,3,Mamsa,A,0,,,384
1294,348,4,Meda,A,0,,,385
1295,346,1,Vataja,A,0,,,368
1296,346,2,Pittaja,A,0,,,369
1297,346,3,Kaphaja,A,0,,,370
1298,346,4,Vata Pittaja,A,0,,,371
1299,346,5,Vata Kaphaja,A,0,,,372
1300,346,6,Pitta Kaphaja,A,0,,,373
1301,358,1,Jeerna (> 60yrs),A,0,,,422
1302,346,7,Pitta Vataja,A,0,,,374
1303,346,8,Pitta Kapahaja,A,0,,,375
1304,346,9,Kapha Pittaja,A,0,,,376
1305,346,10,Kapha Vataja,A,0,,,377
1306,346,11,Sannipataja,A,0,,,378
1307,347,1,Pravara,A,0,,,379
1308,347,2,Madhyama,A,0,,,380
1309,347,3,Avara,A,0,,,381
1310,348,5,Asthi,A,0,,,386
1311,348,6,Majja,A,0,,,387
1312,348,7,Shukra,A,0,,,388
1313,348,8,Satva,A,0,,,389
1314,349,1,Pravara,A,0,,,390
1315,349,2,Madhyama,A,0,,,391
1316,349,3,Avara,A,0,,,392
1317,350,1,Pravara,A,0,,,393
1318,350,2,Madhyama,A,0,,,394
1319,350,3,Avara,A,0,,,395
1320,351,1,Sarvarasa,A,0,,,396
1321,351,2,Mishrarasa,A,0,,,397
1322,351,3,Ekarasa,A,0,,,398
1323,354,1,Pravara,A,0,,,405
1324,354,2,Madhyama,A,0,,,406
1325,354,3,Avara,A,0,,,407
1326,355,1,Baalyavastha,A,0,,,408
1327,355,2,Madhyamavastha,A,0,,,409
1328,355,3,Vrudhhavastha,A,0,,,410
1329,356,1,Ksheerannada (upto 2 yrs),A,0,,,411
1330,356,2,Annada (3-10),A,0,,,412
1331,356,3,Kumari (10-12),A,0,,,413
1332,356,4,Rajomati (12-16),A,0,,,414
1333,356,5,Kumara (10-16),A,0,,,415
1334,356,0,Annada (upto 1 yr),A,0,,,416
1335,357,1,Vriddhi(16 - 20),A,0,,,417
1336,352,1,Pravara,A,0,,,402
1337,357,2,Yauvana(20 - 30),A,0,,,418
1338,352,2,Madhayama,A,0,,,403
1339,352,3,Avara,A,0,,,404
1340,353,1,Pravara,A,0,,,399
1341,353,2,Madhyama,A,0,,,400
1342,353,3,Avara,A,0,,,401
1343,357,3,Sampoorna (30 - 40 ),A,0,,,419
1344,357,4,Praudhavasta(40 - 50),A,0,,,420
1345,357,5,Parihani ( 50 - 60),A,0,,,421
1346,370,1,Vegan,A,0,,,423
1347,370,2,Lacto vegan,A,0,,,424
1348,370,3,Ova Vegan,A,0,,,425
1349,370,4,Mixed Diet,A,0,,,426
1350,374,1,Yes,A,0,,,436
1351,374,2,No,A,0,,,437
1352,371,1,Yes,A,0,,,434
1353,371,2,No,A,0,,,435
1354,360,1,Yes,A,0,,,443
1355,360,2,No,A,0,,,444
1356,376,1,Junk Foods,A,0,,,440
1357,376,2,Untimely Food,A,0,,,441
1358,372,1,Lipta,A,0,,,431
1359,372,2,Alpalipta,A,0,,,432
1360,372,3,Alipta,A,0,,,433
1361,359,1,Yes,A,0,,,438
1362,359,2,No,A,0,,,439
1363,373,1,Normal,A,0,,,427
1364,373,2,> 50 %,A,0,,,428
1365,373,3,<50 %,A,0,,,429
1366,373,4,Poor,A,0,,,430
1367,361,1,Yes,A,0,,,445
