season,Code,description,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017
06 Shishir Rutu,N4.40.20.1,Netra Roga - Drishtigata - Timira - Kaphaja Timira,,,,,,2,,
06 Shishir Rutu,N4.40.20.6,Netra Roga - Drishtigata - Timira - Vaataja Timira,,,,,1,1,,
06 Shishir Rutu,N4.40.9,Netra Roga - Drishtigata - Kaacha Roga - Kaphaja,,,,,,1,,
06 Shishir Rutu,N4.46.2.0,Netra Roga - Shuklagata - Arma,,,2,,,,,
06 Shishir Rutu,N4.46.2.1,Netra Roga - Shuklagata - Arma - Adhimaamsa Arma,,,,,,1,,
06 Shishir Rutu,N4.46.2.3,Netra Roga - Shuklagata - Arma - Prastaari Arma,,,,,,,2,
06 Shishir Rutu,N4.46.2.4,Netra Roga - Shuklagata - Arma - Shuklaarma,,,,,,1,,
06 Shishir Rutu,N4.47.6,Netra Roga - Shuklagata - Siraaharsha,,,,,1,,,
06 Shishir Rutu,N4.47.7,Netra Roga - Shuklagata - Siraaja Pidakaa,,,,,,,1,
06 Shishir Rutu,N4.49.2,Netra Roga - Sandhigata - Krimigranthi,,,1,,,,1,
06 Shishir Rutu,N4.50.0,Netra Roga - Sarvagata,,,,,1,,,
06 Shishir Rutu,N4.50.10,Netra Roga - Sarvagata - Sashopha Akshipaaka,,,,,,,1,
06 Shishir Rutu,N4.50.2.0,Netra Roga - Sarvagata - Adhimantha,,,,,1,,3,
06 Shishir Rutu,N4.50.2.1,Netra Roga - Sarvagata - Adhimantha - Kaphaja Adhimantha,,,,,1,1,2,
06 Shishir Rutu,N4.50.8,Netra Roga - Sarvagata - Hataadhimantha,,,,,,,1,
06 Shishir Rutu,N4.50.9,Netra Roga - Sarvagata - Shushkaakshi Paaka,,,,,,,6,
06 Shishir Rutu,N4.51.0,Netra Roga - Vaataja,,,,,1,,,
06 Shishir Rutu,N4.54.15,Netra Roga - Vartmagata - Nimesha,,,,,1,,,
06 Shishir Rutu,N4.6,Netra Roga - Ashrusraava,,,,,,,2,
06 Shishir Rutu,N5.0,Nidra Viparyaya / Nidra Bhanga,,,,,,,1,
06 Shishir Rutu,O1.0,Ojavikriti,,,,1,,,,
06 Shishir Rutu,O1.3,Ojavikriti - Ojaksheenataa,,,,,,,1,
06 Shishir Rutu,O1.4,Ojavikriti - Ojovisramsa,,,,,,4,5,
06 Shishir Rutu,P2.0,Pandu,,,2,3,2,5,5,
06 Shishir Rutu,P3.0,Pidaka,,,1,,1,2,2,
06 Shishir Rutu,P5.0,Prameha,,2,47,108,89,74,80,
06 Shishir Rutu,P5.2,Prameha - Pidaka,,,,,,1,1,
06 Shishir Rutu,P5.3,Prameha - Sthula,,,4,1,1,,,
06 Shishir Rutu,P5.4,Prameha - Upadrava,,1,5,4,10,6,4,
06 Shishir Rutu,P5.5,Pramehajanya - Netraroga,,,,,1,,2,
06 Shishir Rutu,P6.0,Pravaahika,,,,,1,,,
06 Shishir Rutu,R2.0,Raktapitta,,,,,,1,,
06 Shishir Rutu,S0.0,Saamavata,,,,,2,7,10,
06 Shishir Rutu,S1.0,Sheetapitta,,,2,2,4,7,4,
06 Shishir Rutu,S10.14,Stambha - Uru Stambha,,,,1,,,,
06 Shishir Rutu,S10.4,Stambha - Greevaa Stambha,,,2,,1,,5,
06 Shishir Rutu,S10.6,Stambha - Hridaya Stambha,,,,1,,,,
06 Shishir Rutu,S13.0,Sthaanabhedena Graha,,,1,1,,,1,
06 Shishir Rutu,S13.1,Sthaanabhedena Graha - Anga Graha,,,1,1,,,,
06 Shishir Rutu,S13.11,Sthaanabhedena Graha - Katee Graha,,,36,45,46,40,57,
06 Shishir Rutu,S13.17,Sthaanabhedena Graha - Paada Graha,,,1,,,,,
06 Shishir Rutu,S13.19,Sthaanabhedena Graha - Prishtha Graha,,,1,4,10,6,8,
06 Shishir Rutu,S13.22,Sthaanabhedena Graha - Uro Graha,,,1,,,,,
06 Shishir Rutu,S13.23,Sthaanabhedena Graha - Vaak Graha,,,,,1,2,2,
06 Shishir Rutu,S13.5,Sthaanabhedena Graha - Hanu Graha,,,,,,1,,
06 Shishir Rutu,S14.0,Sthaanabhedena Shoola,,,10,16,6,25,61,
06 Shishir Rutu,S14.1,Sthaanabhedena Shoola - Aamaashaya Shoola,,,3,1,2,,2,
06 Shishir Rutu,S14.13,Sthaanabhedena Shoola - Gulpha Shoola,,,1,1,3,1,1,
06 Shishir Rutu,S14.15,Sthaanabhedena Shoola - Hasta Shoola,,,,1,,,,
06 Shishir Rutu,S14.16,Sthaanabhedena Shoola - Hrid Shoola,,,,2,1,1,1,
06 Shishir Rutu,S14.17,Sthaanabhedena Shoola - Jaanu Shoola,,,2,10,1,2,3,
06 Shishir Rutu,S14.18,Sthaanabhedena Shoola - Janghaa Shoola,,,,1,2,1,1,
06 Shishir Rutu,S14.19,Sthaanabhedena Shoola - Kantha Shoola,,,,,1,,,
06 Shishir Rutu,S14.2,Sthaanabhedena Shoola - Aantra Shoola,,,,,1,2,,
06 Shishir Rutu,S14.21,Sthaanabhedena Shoola - Katee Shoola,,,36,47,50,61,66,
06 Shishir Rutu,S14.22,Sthaanabhedena Shoola - Koshtha Shoola,,,,,,,1,
06 Shishir Rutu,S14.23,Sthaanabhedena Shoola - Kukshi Shoola,,,2,,1,,1,
06 Shishir Rutu,S14.24,Sthaanabhedena Shoola - Manyaa Shoola,,,1,1,,,,
06 Shishir Rutu,S14.3,Sthaanabhedena Shoola - Amsa Shoola,,,1,7,4,4,1,
06 Shishir Rutu,S14.4,Sthaanabhedena Shoola - Anga Shoola,,,4,5,3,5,2,
06 Shishir Rutu,S14.5,Sthaanabhedena Shoola - Anguli Shoola,,,1,1,,,,
06 Shishir Rutu,S14.6,Sthaanabhedena Shoola - Asthi Shoola,,,2,3,1,,1,
06 Shishir Rutu,S14.7,Sthaanabhedena Shoola - Baahu Shoola,,,4,6,5,15,19,
06 Shishir Rutu,S15.31,Sthaanabhedena Shoola - Paada Shoola,,,1,1,3,1,8,
06 Shishir Rutu,S15.36,Sthaanabhedena Shoola - Prishtha Shoola,,,2,2,3,3,3,
06 Shishir Rutu,S15.38,Sthaanabhedena Shoola - Shirah Shoola,,,,3,5,2,1,
06 Shishir Rutu,S15.41,Sthaanabhedena Shoola - Sakthi Shoola,,,,,1,,,
06 Shishir Rutu,S15.42,Sthaanabhedena Shoola - Sandhi Shoola,,,6,2,1,1,6,
06 Shishir Rutu,S15.44,Sthaanabhedena Shoola - Snaayu Shoola,,,,1,,,,
06 Shishir Rutu,S15.46,Sthaanabhedena Shoola - Stanaanta Shoola,,,,,,1,,
06 Shishir Rutu,S15.48,Sthaanabhedena Shoola - Urah Shoola,,,,1,1,,,
06 Shishir Rutu,S15.50.0,Sthaanabhedena Shoola - Vrishana Shoola,,,,,,1,,
06 Shishir Rutu,S16.0,Sthaulya,1,,6,15,41,57,74,
06 Shishir Rutu,S16.1,Stree Roga,,,1,7,6,7,3,
06 Shishir Rutu,S16.10,Stree Roga - Shvetapradara,,,,2,2,3,1,
06 Shishir Rutu,S16.12,Stree Roga - Yonigata Sraava,,,1,1,,,,
06 Shishir Rutu,S16.19.0,Stree Roga - Rajo Dushti,,,,,,1,,
06 Shishir Rutu,S16.2,Stree Roga - Aartavanaasha,,,,,,,1,
06 Shishir Rutu,S16.20.0,Stree Roga - Raktapradara,,,,2,1,1,4,
06 Shishir Rutu,S16.20.8,STREEROGA - RAJONIVRITHI VIKARA,,,,,,,2,
06 Shishir Rutu,S16.21.4,STREEROGA - SOOTIKAA PARICHARYA,,,,,,,1,
06 Shishir Rutu,S16.22,Stree Roga - Stana Roga,,,,1,,,,
06 Shishir Rutu,S16.29.1,Stree Roga - Yoni Kandoo,,,,1,,,,
06 Shishir Rutu,S16.3,Stree Roga - Anaartava,,,1,,,1,,
06 Shishir Rutu,S16.30.10,Stree Roga - Yonivyaapad - Karninee,,,,1,,,,
06 Shishir Rutu,S16.30.13,Stree Roga - Yonivyaapad - Pariplutaa,,,1,,,,1,
06 Shishir Rutu,S16.30.15,Stree Roga - Yonivyaapad - Pittalaa,,,,,,1,,
06 Shishir Rutu,S17.0,Supti,,,1,1,2,5,11,
06 Shishir Rutu,S17.1,Supti - Paada Supti,,,1,1,,1,,
06 Shishir Rutu,S18.0,Swastha,,,,1,6,13,10,
06 Shishir Rutu,S18.1,Swaasthya Pareeksha,,,,2,2,,2,
06 Shishir Rutu,S1A.0,Shoola,,,,2,,2,,
06 Shishir Rutu,S2.0,Shiroroga,,,1,1,,,,
06 Shishir Rutu,S2.10,Shiroroga - Shirahshoola,,,6,3,3,7,5,
06 Shishir Rutu,S2.13,Shiroroga - Anantavaata,,,,1,,,,
06 Shishir Rutu,S2.14,Shiroroga - Ardhaavabhedaka,,,,1,1,3,4,
06 Shishir Rutu,S2.15.2,Shiroroga - Kapaalagata Shiroroga - Daarunaka,,,,,1,,,
06 Shishir Rutu,S2.15.5,Shirorog - Kapaalagata Shiroroga - Paalitya,,,1,1,,,,
06 Shishir Rutu,S2.19.1,Shiroroga - Pittaja Shiroroga - Shirahshoola,,,,,,,3,
06 Shishir Rutu,S2.4,Shiroroga - Shankha Shoola,,,2,,,,,
06 Shishir Rutu,S2.5,Shiroroga - Shira Abhihata,,,1,,,,,
06 Shishir Rutu,S2.7,Shiroroga - Shira Supti,,,,,,1,,
06 Shishir Rutu,S3.0,Shotha,,,8,4,1,5,6,
06 Shishir Rutu,S3.1,Shotha - Vaatapittaja,,1,,,,,,
06 Shishir Rutu,S3.3,Shrama,,,,,3,11,3,
06 Shishir Rutu,S4.0,Shvaasa,,,4,14,8,21,10,
06 Shishir Rutu,S4.2,Shvaasa-kshudra shvasa,,,,,,1,,
06 Shishir Rutu,S4.4,Shvaasa-tamaka shvasa,,,1,2,1,,,
06 Shishir Rutu,S5.0,Shvitra,,,,,,3,2,
06 Shishir Rutu,S9.0,Somaroga,,,,,1,,,
06 Shishir Rutu,U1.0,Udaavarta,,,1,,,,3,
06 Shishir Rutu,U2.0,Udara,,,1,,,1,,
06 Shishir Rutu,U2.4,Udara- yakrut-pleeha,,,,2,1,2,1,
06 Shishir Rutu,U2.6,Udara-jalodara,,,,,,1,1,
06 Shishir Rutu,U3.0,Udarda,,,2,,,,,
06 Shishir Rutu,U4.0,Unmaada,,,,3,,,2,
06 Shishir Rutu,U4.7,Unmaada - Manokhedaja,,,,,,1,1,
06 Shishir Rutu,V.10,Vatavyadhi - Avrita Vata,,,,,,,1,
06 Shishir Rutu,V1.0,Vaatarakta,,,10,10,23,30,28,
06 Shishir Rutu,V1.2,Vaatarakta - Gambheera,,,4,,,1,,
06 Shishir Rutu,V1.3,Vaatarakta - Kapha Vaataja,,,,,2,,,
06 Shishir Rutu,V1.4,Vaatarakta - Kaphaadhika Vaatarakta,,,,1,,,,
06 Shishir Rutu,V1.9,Vaatarakta - Vaataadhika Vaatarakta,,,1,,,,,
06 Shishir Rutu,V10.11,Vatavyadhi - Avrita Vata - Mamsavrita Vata,,,,,,,2,
06 Shishir Rutu,V10.8,Vatavyadhi - Avrita Vata - Kapha avrita Vata,,,,,,,1,
06 Shishir Rutu,V11.7,Vatavyadhi - Gatatva  - Sandhigata Vata,,,,,,,5,
06 Shishir Rutu,V11.8,Vatavyadhi - Gatatva  - Sarvangagata Vata,,,,,,,1,
06 Shishir Rutu,V13.0,Vrana,,,,2,1,1,,
06 Shishir Rutu,V13.1.0,Vrana - Aagantuja (Sadyo) Vrana,,,,,,,1,
06 Shishir Rutu,V13.1.3,Vrana - Aagantuja (Sadyo) Vrana - Dagdha Vrana,,,,,1,,,
06 Shishir Rutu,V13.3,Vrana - Dushta Vrana,,,1,,1,2,4,
06 Shishir Rutu,V13.4,Vrana - Jeerna Vrana,,,,1,,,,
06 Shishir Rutu,V15.0,Vriddhi,,,1,1,,,,
06 Shishir Rutu,V15.1,Vriddhi - Aantraja,,,,,,,1,
06 Shishir Rutu,V16.0,Vrikka Roga,,1,,,7,7,6,
06 Shishir Rutu,V2.0,Vaatavyaadhi,,9,123,208,142,99,108,
06 Shishir Rutu,V2.10,Vaatavyaadhi - Avabaahuka,,1,13,46,59,90,97,
06 Shishir Rutu,V2.16,Vaatavyaadhi - Baahugata Vaata,,,4,2,,,1,
06 Shishir Rutu,V2.2,Vaatavyaadhi - Aadhmaana,,,4,9,8,9,8,
06 Shishir Rutu,V2.21,Vaatavyaadhi - Ekaangavaata,,,,,,,1,
06 Shishir Rutu,V2.23,Vaatavyaadhi - Gridhrasee,,4,69,105,117,155,207,
06 Shishir Rutu,V2.3.0,Vaatavyaadhi - Aakshepaka,,,,,1,,,
06 Shishir Rutu,V2.3.1,Vaatavyaadhi - Aakshepaka - Abhighaataja,,,1,,,,,
06 Shishir Rutu,V2.30,Vaatavyaadhi - Jaanugata Vaata,,,2,8,1,,,
06 Shishir Rutu,V2.31,Vaatavyaadhi - Janghaagata Vaata,,,,,2,,,
06 Shishir Rutu,V2.34.0,Vaatavyaadhi - Kampa,,,1,6,10,20,13,
06 Shishir Rutu,V2.34.1,Vaatavyaadhi - Kampa - Baahu Kampa,,,1,,,,,
06 Shishir Rutu,V2.36,Vaatavyaadhi - Kateegata Vaata,,2,17,18,4,2,25,
06 Shishir Rutu,V2.38,Vaatavyaadhi - Khanja,,,,1,1,,,
06 Shishir Rutu,V2.4.1,Vaatavyaadhi - Aavritavaata - Kaphaavrita Vaata,,,,,,,1,
06 Shishir Rutu,V2.40,Vaatavyaadhi - Kroshtukasheersha,,,1,,,1,,
06 Shishir Rutu,V2.42,Vaatavyaadhi - Maamsagata Vaata,,,8,3,5,4,,
06 Shishir Rutu,V2.43,Vaatavyaadhi - Maamsamedogata Vaata,,,,,1,,,
06 Shishir Rutu,V2.44,Vaatavyaadhi - Majjaagata Vaata,,,,,,1,,
06 Shishir Rutu,V2.46,Vaatavyaadhi - Manyaagata Vaata,,,,2,,,,
06 Shishir Rutu,V2.47,Vaatavyaadhi - Manyaastambha,,,,,2,3,2,
06 Shishir Rutu,V2.53,Vaatavyaadhi - Paadadaaha,,,1,,1,1,,
06 Shishir Rutu,V2.56.0,Vaatavyaadhi - Pakshavadha,,,6,10,11,19,13,
06 Shishir Rutu,V2.57,Vaatavyaadhi - Pangutva,,,,,,,1,
06 Shishir Rutu,V2.61,Vaatavyaadhi - Prishthagata Vaata,,,,3,1,,,
06 Shishir Rutu,V2.62,Vaatavyaadhi - Raktagata Vaata,,,,,1,,,
06 Shishir Rutu,V2.63,Vaatavyaadhi - Sandhigata Vaata,,2,90,166,194,240,220,
06 Shishir Rutu,V2.64,Vaatavyaadhi - Sarvaangagata Vaata,,,4,,1,1,1,
06 Shishir Rutu,V2.68,Vaatavyaadhi - Siraagata Vaata,,,2,,2,2,1,
06 Shishir Rutu,V2.7,Vaatavyaadhi - Ardita,,,,,1,2,,
06 Shishir Rutu,V2.70,Vaatavyaadhi - Snaayugata Vaata,,,1,,,1,1,
06 Shishir Rutu,V2.75,Vaatavyaadhi - Vaatakantaka,,,3,1,3,7,12,
06 Shishir Rutu,V2.77,Vaatavyaadhi - Vishvaachee,,,2,,1,1,7,
06 Shishir Rutu,V2.8,Vaatavyaadhi - Ashtheelaa,,,1,,2,,,
06 Shishir Rutu,V2.9,Vaatavyaadhi - Asthigata Vaata,,,11,8,1,6,3,
06 Shishir Rutu,V3.0,Vandhyatava,,,,5,,4,1,
06 Shishir Rutu,V3.1,Vandhyatava - Kaka Vandya,,,2,,,,1,
06 Shishir Rutu,V3.3,VANDHYATWA - ANAPATYA,,,,,,,1,
06 Shishir Rutu,V5.0,Vibandha,,,,6,1,3,6,
06 Shishir Rutu,V5.1,Vibandha - Mala Vibandha,,,1,3,5,7,4,
06 Shishir Rutu,V6.0,Vidradhi,,,1,1,1,1,,
06 Shishir Rutu,V6.3,Vidradhi - Baahya,,,1,,,,,
06 Shishir Rutu,V9.0,Visarpa,,,1,4,,,1,
06 Shishir Rutu,Y1,Yakrit Dosha,,,1,6,2,3,3,
06 Shishir Rutu,Y8.10,Yonivyaapad - Karninee,,,,2,,,,
06 Shishir Rutu,Y8.13,Yonivyaapad - Pariplutaa,,,,,,,1,
06 Shishir Rutu,Y8.14,Yonivyaapad - Phalinee / Andalee,,,,,,,1,
06 Shishir Rutu,Y8.28,Yonivyaapad - Viplutaa,,,,,,,1,
06 Shishir Rutu,Y9.0,Yuvana pidika,,,,,,1,,
06 Shishir Rutu,k12.0,Kushtha,,,6,13,15,19,15,
06 Shishir Rutu,k12.1,Kushtha-alasaka,,,,1,,,,
06 Shishir Rutu,k12.16,Kushtha-vicharchika,,,,1,,1,,
06 Shishir Rutu,k12.17,Kushtha-vipadika,,,1,,,3,1,
06 Shishir Rutu,k12.3,Kushtha-charmadala,,,,,,,1,
06 Shishir Rutu,k12.4,Kushtha-charmakhya,,,1,,,,,
06 Shishir Rutu,k12.5,Kushtha-dadru,,,2,1,,1,,
06 Shishir Rutu,k12.6,Kushtha-ekakushta,,,,1,,,1,
06 Shishir Rutu,k12.9,Kushtha-kitibha,,,3,1,2,5,4,
06 Shishir Rutu,k8.0,Kshaya,,,2,,,,,
