season,Code,description,cnt
02 Grishma Rutu,S3.3,Shrama,19
02 Grishma Rutu,A5.0,Ajeerna,18
02 Grishma Rutu,B5,Bhrama,18
02 Grishma Rutu,K3.0,Kandoo,17
02 Grishma Rutu,M6.43,Marma Viddha - Snaayu Viddha,17
02 Grishma Rutu,S13.13,Sthaanabhedena Graha - Manyaa Graha,17
02 Grishma Rutu,V2.64,Vaatavyaadhi - Sarvaangagata Vaata,17
02 Grishma Rutu,V5.0,Vibandha,17
02 Grishma Rutu,S15.31,Sthaanabhedena Shoola - Paada Shoola,16
02 Grishma Rutu,S15.36,Sthaanabhedena Shoola - Prishtha Shoola,16
02 Grishma Rutu,k12.9,Kushtha-kitibha,16
02 Grishma Rutu,A13.0,Ashmaree,15
02 Grishma Rutu,J1.0,Jwara,15
02 Grishma Rutu,MS M1.0,Mutrashteela,15
02 Grishma Rutu,S17.0,Supti,15
02 Grishma Rutu,D1.0,Dourbalya,14
02 Grishma Rutu,S1.0,Sheetapitta,14
02 Grishma Rutu,S15.42,Sthaanabhedena Shoola - Sandhi Shoola,14
02 Grishma Rutu,S16.1,Stree Roga,14
02 Grishma Rutu,M16.0,Mootra Roga - Mootrakrichchhra,13
02 Grishma Rutu,M18.11.0,Mukha Roga - Galagata Roga,13
02 Grishma Rutu,S0.0,Saamavata,13
02 Grishma Rutu,Y1,Yakrit Dosha,13
02 Grishma Rutu,K10.29,Kshudra Roga - Khalitya,12
02 Grishma Rutu,P2.0,Pandu,12
02 Grishma Rutu,S14.13,Sthaanabhedena Shoola - Gulpha Shoola,12
02 Grishma Rutu,S16.20.0,Stree Roga - Raktapradara,12
02 Grishma Rutu,V2.77,Vaatavyaadhi - Vishvaachee,12
02 Grishma Rutu,A6.2,Amlapitta-Urdhwaga,11
02 Grishma Rutu,G9.0,Granthi,11
02 Grishma Rutu,S10.4,Stambha - Greevaa Stambha,11
02 Grishma Rutu,S18.1,Swaasthya Pareeksha,11
02 Grishma Rutu,A16.0,Atisaara,10
02 Grishma Rutu,A8.0,Apasmaara,10
02 Grishma Rutu,G6.0,Garbhini,10
02 Grishma Rutu,M5.0,Maanasa Roga,10
02 Grishma Rutu,MS T1.0,Twak Vivarnya,10
02 Grishma Rutu,P5.3,Prameha - Sthula,10
02 Grishma Rutu,A1.0,Aamadosha,9
02 Grishma Rutu,A2.3,Aamavaata - Vaataja,9
02 Grishma Rutu,A7.0,Anaha,9
02 Grishma Rutu,M5.1,Maanasa Roga - Vishada,9
02 Grishma Rutu,S14.24,Sthaanabhedena Shoola - Manyaa Shoola,9
02 Grishma Rutu,S14.4,Sthaanabhedena Shoola - Anga Shoola,9
02 Grishma Rutu,S16.10,Stree Roga - Shvetapradara,9
02 Grishma Rutu,V13.0,Vrana,9
02 Grishma Rutu,V2.47,Vaatavyaadhi - Manyaastambha,9
02 Grishma Rutu,V2.8,Vaatavyaadhi - Ashtheelaa,9
02 Grishma Rutu,V6.0,Vidradhi,9
02 Grishma Rutu,A9.0,Arbuda,8
02 Grishma Rutu,M5.3,Smriti Bhrmsha,8
02 Grishma Rutu,N4.35,Netra Roga - Triteeya Patalagata Timira,8
02 Grishma Rutu,S14.1,Sthaanabhedena Shoola - Aamaashaya Shoola,8
02 Grishma Rutu,S14.23,Sthaanabhedena Shoola - Kukshi Shoola,8
02 Grishma Rutu,V13.3,Vrana - Dushta Vrana,8
02 Grishma Rutu,V2.68,Vaatavyaadhi - Siraagata Vaata,8
02 Grishma Rutu,k12.16,Kushtha-vicharchika,8
02 Grishma Rutu,A7A.0,Anidra,7
02 Grishma Rutu,B2.0,Bhagandara,7
02 Grishma Rutu,K4.9,Karna Roga - Karnabaadhirya,7
02 Grishma Rutu,P5.2,Prameha - Pidaka,7
02 Grishma Rutu,P5.5,Pramehajanya - Netraroga,7
02 Grishma Rutu,S13.23,Sthaanabhedena Graha - Vaak Graha,7
02 Grishma Rutu,S2.14,Shiroroga - Ardhaavabhedaka,7
02 Grishma Rutu,S2.15.2,Shiroroga - Kapaalagata Shiroroga - Daarunaka,7
02 Grishma Rutu,V2.42,Vaatavyaadhi - Maamsagata Vaata,7
02 Grishma Rutu,V2.7,Vaatavyaadhi - Ardita,7
02 Grishma Rutu,A13.2,Ashmaree - Pittaja,6
02 Grishma Rutu,B1.9,Baala Roga -  Samvardana Vikara,6
02 Grishma Rutu,G13.0,Gulma,6
02 Grishma Rutu,G9.3,Granthi - Maamsaja Granthi,6
02 Grishma Rutu,K10.23,Kshudra Roga - Kadara,6
02 Grishma Rutu,K4.0,Karna Roga,6
02 Grishma Rutu,O1.4,Ojavikriti - Ojovisramsa,6
02 Grishma Rutu,S14.18,Sthaanabhedena Shoola - Janghaa Shoola,6
02 Grishma Rutu,S14.6,Sthaanabhedena Shoola - Asthi Shoola,6
02 Grishma Rutu,U4.0,Unmaada,6
02 Grishma Rutu,V2.21,Vaatavyaadhi - Ekaangavaata,6
02 Grishma Rutu,V2.57,Vaatavyaadhi - Pangutva,6
02 Grishma Rutu,V3.0,Vandhyatava,6
02 Grishma Rutu,A12.1,Artava Vyapad - Anartava,5
02 Grishma Rutu,A12.10,Artava Vyapad - Artava Kshaya,5
02 Grishma Rutu,A4.0,Agnimaandya,5
02 Grishma Rutu,A5.3,Ajeerna-vishtabdhajeerna,5
02 Grishma Rutu,K10.28,Kshudra Roga - Kunakha,5
02 Grishma Rutu,K10.52.8,Kshudra Roga - Vaatakantaka,5
02 Grishma Rutu,K2.5,Kaasa- vata,5
02 Grishma Rutu,K4.14,Karna Roga - Karnakshveda,5
02 Grishma Rutu,M18.9.0,Mukha Roga - Dantagata Roga,5
02 Grishma Rutu,M18.9.1,Mukha Roga - Dantagata Roga  - Danta Daurbalya,5
02 Grishma Rutu,M18.9.2,Mukha Roga - Dantagata Roga  - Danta Maamsa Kandoo,5
02 Grishma Rutu,M18.9.3,Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka,5
02 Grishma Rutu,M6.0,Marma Viddha,5
02 Grishma Rutu,R2.0,Raktapitta,5
02 Grishma Rutu,S15.38,Sthaanabhedena Shoola - Shirah Shoola,5
02 Grishma Rutu,S17.1,Supti - Paada Supti,5
02 Grishma Rutu,S1A.0,Shoola,5
02 Grishma Rutu,V2.44,Vaatavyaadhi - Majjaagata Vaata,5
02 Grishma Rutu,k12.17,Kushtha-vipadika,5
02 Grishma Rutu,K1.0,Kaamalaa,4
02 Grishma Rutu,K2.1,Kaasa- kapha,4
02 Grishma Rutu,K7.0,Klama,4
02 Grishma Rutu,M12.0,Mootra Dosha,4
02 Grishma Rutu,M6.27,Marma Viddha - Maamsa Viddha,4
02 Grishma Rutu,M6.8,Marma Viddha - Asthimarma Viddha,4
02 Grishma Rutu,N2.21.1,Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,4
02 Grishma Rutu,N4.25,Netra Roga - Netra Sraava,4
02 Grishma Rutu,N4.50.2.0,Netra Roga - Sarvagata - Adhimantha,4
02 Grishma Rutu,S16.19.0,Stree Roga - Rajo Dushti,4
02 Grishma Rutu,S16.20.8,STREEROGA - RAJONIVRITHI VIKARA,4
02 Grishma Rutu,S16.30.13,Stree Roga - Yonivyaapad - Pariplutaa,4
02 Grishma Rutu,S5.0,Shvitra,4
02 Grishma Rutu,V2.38,Vaatavyaadhi - Khanja,4
02 Grishma Rutu,A12.11,ARTAVA VYAPAD - Pushpaghni Jataharini,3
02 Grishma Rutu,A2.2,Aamavaata - Pittaja,3
02 Grishma Rutu,A9.2,Arbuda - Maamsaja,3
02 Grishma Rutu,D0.8,Daaha - Sthaanabhedena - Paada Daaha,3
02 Grishma Rutu,K4.21,Karna Roga - Karnasraava,3
02 Grishma Rutu,K9.4,Kshudra Roga - Alajee,3
02 Grishma Rutu,M6.38,Marma Viddha - Sandhi Viddha,3
02 Grishma Rutu,N4.4,Netra Roga  - Alpashopha Akshipaaka,3
02 Grishma Rutu,N4.40.20.0,Netra Roga - Drishtigata - Timira,3
02 Grishma Rutu,N4.50.9,Netra Roga - Sarvagata - Shushkaakshi Paaka,3
02 Grishma Rutu,O1.2,Ojavikriti - Ojakshaya,3
02 Grishma Rutu,S10.5,Stambha - Hanu Stambha,3
02 Grishma Rutu,S14.16,Sthaanabhedena Shoola - Hrid Shoola,3
02 Grishma Rutu,S14.2,Sthaanabhedena Shoola - Aantra Shoola,3
02 Grishma Rutu,S14.5,Sthaanabhedena Shoola - Anguli Shoola,3
02 Grishma Rutu,S15.41,Sthaanabhedena Shoola - Sakthi Shoola,3
02 Grishma Rutu,S16.21.0,Stree Roga - Sootikaa Roga,3
02 Grishma Rutu,S16.22,Stree Roga - Stana Roga,3
02 Grishma Rutu,S16.29.1,Stree Roga - Yoni Kandoo,3
02 Grishma Rutu,S16.30.9,Stree Roga - Yonivyaapad - Kaphajaa,3
02 Grishma Rutu,S2.0,Shiroroga,3
02 Grishma Rutu,U1.0,Udaavarta,3
02 Grishma Rutu,U2.4,Udara- yakrut-pleeha,3
02 Grishma Rutu,V15.1,Vriddhi - Aantraja,3
02 Grishma Rutu,V2.16,Vaatavyaadhi - Baahugata Vaata,3
02 Grishma Rutu,V2.53,Vaatavyaadhi - Paadadaaha,3
02 Grishma Rutu,V2.65,Vaatavyaadhi - Shaakhaagata Vaata,3
02 Grishma Rutu,V2.70,Vaatavyaadhi - Snaayugata Vaata,3
02 Grishma Rutu,V9.0,Visarpa,3
02 Grishma Rutu,Y8.13,Yonivyaapad - Pariplutaa,3
02 Grishma Rutu,k12.5,Kushtha-dadru,3
02 Grishma Rutu,A12.4,Artava Vyapad - Ksheenartava,2
02 Grishma Rutu,A5.1,Ajeerna- vidagdhajeerna,2
02 Grishma Rutu,B1.0,Baala Roga,2
02 Grishma Rutu,B2.1,Bhagandara - Arsho Bhagandara,2
02 Grishma Rutu,D0.0,Daaha,2
02 Grishma Rutu,G10.0,Guda Roga,2
02 Grishma Rutu,G8.5,Grahanee-Vataj,2
02 Grishma Rutu,G9.1,Granthi - Asthi Granthi,2
02 Grishma Rutu,G9.4,Granthi - Medoja Granthi,2
02 Grishma Rutu,K4.1,Karna Roga - Karna   Pooyasraava,2
02 Grishma Rutu,K4.10,Karna Roga - Karnabaadhirya - Kaphaanubandha,2
02 Grishma Rutu,K4.11,Karna Roga - Karnabaadhirya - Shuddha Vaataja,2
02 Grishma Rutu,K4.13,Karna Roga - Karnakandoo,2
02 Grishma Rutu,K4.19,Karna Roga - Karnashoola,2
02 Grishma Rutu,K7a.0,Kotha,2
02 Grishma Rutu,M14.15,Mootra Roga - Mootraaghaata - Vaataashthilaa,2
02 Grishma Rutu,M16.9,Mootra Roga - Mootrakrichchhra - Vaataja Mootrakrichchhra,2
02 Grishma Rutu,M18.10.10,Mukha Roga - Dantamoolagata Roga - Sheetaada,2
02 Grishma Rutu,M18.11.10,Mukha Roga - Galagata Roga - Gandamaalaa,2
02 Grishma Rutu,M18.11.4,Mukha Roga - Galagata Roga - Galapaaka,2
02 Grishma Rutu,M18.11.9,Mukha Roga - Galagata Roga - Tundikeree,2
02 Grishma Rutu,M18.14.0,Mukha Roga - Kanthagata Roga,2
02 Grishma Rutu,M18.19.4,Mukha Roga - Sarvagata - Mukhapaaka,2
02 Grishma Rutu,M18.3,Mukha Roga  - Mukhadaaha,2
02 Grishma Rutu,M6.16,Marma Viddha - Jaanu Viddha,2
02 Grishma Rutu,N2.0,Naasaa Roga,2
02 Grishma Rutu,N2.21.3,Naasaa Roga - Pratishyaaya - Pittaja Pratishyaaya,2
02 Grishma Rutu,N2.21.7,Naasaa Roga - Pratishyaaya - Vaataja Pratishyaaya,2
02 Grishma Rutu,N2.9,Naasaa Roga - Kshavathu,2
02 Grishma Rutu,N4.12,Netra Roga - Kandoo,2
02 Grishma Rutu,N4.13,Netra Roga - Kaphaja Linganaasha Shastrakarma Pashchaat,2
02 Grishma Rutu,N4.23,Netra Roga - Netra Raajee,2
02 Grishma Rutu,N4.46.2.0,Netra Roga - Shuklagata - Arma,2
02 Grishma Rutu,N4.46.2.3,Netra Roga - Shuklagata - Arma - Prastaari Arma,2
02 Grishma Rutu,N4.55.31,Netra Roga - Vartmagata - Vaatahata,2
02 Grishma Rutu,P3.0,Pidaka,2
02 Grishma Rutu,S13.0,Sthaanabhedena Graha,2
02 Grishma Rutu,S13.3,Sthaanabhedena Graha - Gala Graha,2
02 Grishma Rutu,S13.7,Sthaanabhedena Graha - Jaanugraha,2
02 Grishma Rutu,S15.48,Sthaanabhedena Shoola - Urah Shoola,2
02 Grishma Rutu,S16.30.0,Stree Roga - Yonivyaapad,2
02 Grishma Rutu,S16.30.10,Stree Roga - Yonivyaapad - Karninee,2
02 Grishma Rutu,S16.30.12,Stree Roga - Yonivyaapad - Mahaayoni,2
02 Grishma Rutu,S16.30.22,Stree Roga - Yonivyaapad - Sramsinee,2
02 Grishma Rutu,S16.30.26,Stree Roga - Yonivyaapad - Vaatalaa,2
02 Grishma Rutu,S2.16.1,Shiroroga - Kaphaja Shiroroga - Shirahshoola,2
02 Grishma Rutu,S2.25.2,Shiroroga - Vaataja Shiroroga - Shirahshoola,2
02 Grishma Rutu,S4.4,Shvaasa-tamaka shvasa,2
02 Grishma Rutu,U2.6,Udara-jalodara,2
02 Grishma Rutu,U3.0,Udarda,2
02 Grishma Rutu,V1.7,Vaatarakta - Uttaana,2
02 Grishma Rutu,V13.1.0,Vrana - Aagantuja (Sadyo) Vrana,2
02 Grishma Rutu,V2.13,Vaatavyaadhi - Avasthaa - Supti,2
02 Grishma Rutu,V2.3.0,Vaatavyaadhi - Aakshepaka,2
02 Grishma Rutu,V2.31,Vaatavyaadhi - Janghaagata Vaata,2
02 Grishma Rutu,V2.45,Vaatavyaadhi - Majjaasthigata Vaata,2
02 Grishma Rutu,V2.46,Vaatavyaadhi - Manyaagata Vaata,2
02 Grishma Rutu,V2.61,Vaatavyaadhi - Prishthagata Vaata,2
02 Grishma Rutu,V3.1,Vandhyatava - Kaka Vandya,2
02 Grishma Rutu,k12.3,Kushtha-charmadala,2
02 Grishma Rutu,k12.6,Kushtha-ekakushta,2
02 Grishma Rutu,k8.0,Kshaya,2
02 Grishma Rutu,A11.1,Arsha - Charmakeela,1
02 Grishma Rutu,A11.18,Arsha - Yonija Arsha,1
02 Grishma Rutu,A11.2,Arsha - Kapha Pittaja Arsha,1
02 Grishma Rutu,A11.4,Ashmaree - Sharkaraa,1
02 Grishma Rutu,A14.0,Asragdhara,1
02 Grishma Rutu,A17.0,Aatopa,1
02 Grishma Rutu,A2.1,Aamavaata - Kaphaja,1
02 Grishma Rutu,A9.1,Arbuda - Kaphaja,1
02 Grishma Rutu,Anidra,A7A.0,1
02 Grishma Rutu,B1.14,Baala Roga - Baala Shosha,1
02 Grishma Rutu,B1.2,Baala Roga -  Buddhi Mandya – Manamandata,1
02 Grishma Rutu,B1.3,Baala Roga -  Galashundika,1
02 Grishma Rutu,B1.34,Baala Roga - Krimi Roga,1
02 Grishma Rutu,B3.1.2,Bhagna - Kaanda Bhagna - Asthichhallaka Kaanda Bhagna,1
02 Grishma Rutu,B3.2.0,Bhagna - Sandhimukta Bhagna,1
02 Grishma Rutu,C1.0,Chhardi,1
02 Grishma Rutu,G4.0,Garbhasrava,1
02 Grishma Rutu,G5.0,Garbhavrudhi,1
02 Grishma Rutu,G6.2,Garbhini - jwara,1
02 Grishma Rutu,G6.4,Garbhini - pandu,1
02 Grishma Rutu,G8.2,Grahanee-pittaj,1
02 Grishma Rutu,G9.10,Granthi (Garbhashaya),1
02 Grishma Rutu,G9.11,GRANTHI - BEEJAKOSHA,1
02 Grishma Rutu,G9.6,Granthi - Raktaja Granthi,1
02 Grishma Rutu,G9.9,Granthi - Vranaja Granthi,1
02 Grishma Rutu,H2.5,Hridroga - Vaataja Hridroga,1
02 Grishma Rutu,J1.6,Jvara-vishama,1
02 Grishma Rutu,K10.10,Kshudra Roga - Charmakeela,1
02 Grishma Rutu,K10.32,Kshudra Roga - Mukhadooshikaa,1
02 Grishma Rutu,K10.37.3,Kshudra Roga - Padminikantaka,1
02 Grishma Rutu,K10.38,Kshudra Roga - Parivartikaa,1
02 Grishma Rutu,K10.38B,Kshudra Roga - Parivartikaa,1
02 Grishma Rutu,K10.43,Kshudra Roga - Sanniruddha Guda,1
02 Grishma Rutu,K10.52.0,Kshudra Roga - Vyanga,1
02 Grishma Rutu,K3.1,Kandoo - Guda Kandoo,1
02 Grishma Rutu,K4.6,Karna Roga - Karna Vidradhi,1
02 Grishma Rutu,K5.0,Khalitya,1
02 Grishma Rutu,K6.0,Klaibya,1
02 Grishma Rutu,K6.2,Klaibya - Beejopaghaataja,1
02 Grishma Rutu,K6.4,Klaibya - Dvajabhangaja,1
02 Grishma Rutu,M1.1,Madaatyaya - Pittaja,1
02 Grishma Rutu,M14.0,Mootra Roga - Mootraaghaata,1
02 Grishma Rutu,M14.14,Mootra Roga - Mootraaghaata - Ushnavaata,1
02 Grishma Rutu,M14.5,Mootra Roga - Mootraaghaata - Mootragranthi,1
02 Grishma Rutu,M18.0,Mukha Roga  - Mukha Shosha,1
02 Grishma Rutu,M18.10.12,Mukha Roga - Dantamoolagata Roga - Upakusha,1
02 Grishma Rutu,M18.10.8,Mukha Roga - Dantamoolagata Roga - Mahaasushira,1
02 Grishma Rutu,M18.12.0,Mukha Roga - Gandagata Roga,1
02 Grishma Rutu,M18.13.2,Mukha Roga - Jihvaagata Roga  - Jihvaa Paaka,1
02 Grishma Rutu,M18.14.17,Mukha Roga - Kanthagata Roga - Svaraghna,1
02 Grishma Rutu,M18.9.11,Mukha Roga - Dantagata Roga - Bhanjanaka,1
02 Grishma Rutu,M18.9.15,Mukha Roga - Dantagata Roga - Dantaharsha,1
02 Grishma Rutu,M18.9.4,Mukha Roga - Dantagata Roga  - Danta Maamsa Shoola,1
02 Grishma Rutu,M6.3,Marma Viddha - Amsa Viddha,1
02 Grishma Rutu,M6.33,Marma Viddha - Nitamba Viddha,1
02 Grishma Rutu,M7.3,Masanumasika Dviteeya,1
02 Grishma Rutu,M9.0,Medhra Roga,1
02 Grishma Rutu,N1.0,Naadee Vrana,1
02 Grishma Rutu,N1.1,Naadee Vrana - Kaphaja,1
02 Grishma Rutu,N1.4,Naadee Vrana - Shalyaja,1
02 Grishma Rutu,N2.1,Naasaa Roga -  Naasaavarodha,1
02 Grishma Rutu,N2.11,Naasaa Roga - Naasaa Sraava,1
02 Grishma Rutu,N2.2,Naasaa Roga - Apeenasa,1
02 Grishma Rutu,N2.21.2,Naasaa Roga - Pratishyaaya - Kaphaja Pratishyaaya,1
02 Grishma Rutu,N3.13,Napumsakatva - Shandha,1
02 Grishma Rutu,N4.1,Netra Roga - Abhishyanda,1
02 Grishma Rutu,N4.10,Netra Roga - Gharsha,1
02 Grishma Rutu,N4.17,Netra Roga - Masoorikaa,1
02 Grishma Rutu,N4.19,Netra Roga - Netra Daaha,1
02 Grishma Rutu,N4.27,Netra Roga - Paichchhilya,1
02 Grishma Rutu,N4.40.10,Netra Roga - Drishtigata - Kaacha Roga - Pittaja,1
02 Grishma Rutu,N4.40.20.1,Netra Roga - Drishtigata - Timira - Kaphaja Timira,1
02 Grishma Rutu,N4.40.20.3,Netra Roga - Drishtigata - Timira - Raktaja Timira,1
02 Grishma Rutu,N4.40.5,Netra Roga - Drishtigata - Doshaandhya,1
02 Grishma Rutu,N4.40.9,Netra Roga - Drishtigata - Kaacha Roga - Kaphaja,1
02 Grishma Rutu,N4.45,Netra Roga - Raktaja,1
02 Grishma Rutu,N4.49.0,Netra Roga - Sandhigata,1
02 Grishma Rutu,N4.50.1.5,Netra Roga - Sarvagata - Abhishyanda - Vaataja Abhishyanda,1
02 Grishma Rutu,N4.53.11,Netra Roga - Vartmagata - Krichchhronmeelana,1
02 Grishma Rutu,N4.53.13.1,Netra Roga - Vartmagata - Kumbheekaa - Atilikhita Vartma,1
02 Grishma Rutu,N4.54.14,Netra Roga - Vartmagata - Lagana,1
02 Grishma Rutu,N4.54.15,Netra Roga - Vartmagata - Nimesha,1
02 Grishma Rutu,N4.6,Netra Roga - Ashrusraava,1
02 Grishma Rutu,N5.0,Nidra Viparyaya / Nidra Bhanga,1
02 Grishma Rutu,O1.0,Ojavikriti,1
02 Grishma Rutu,S10.1,Stambha - Baahu Stambha,1
02 Grishma Rutu,S11.0,stanya roga,1
02 Grishma Rutu,S13.14,Sthaanabhedena Graha - Marma Graha,1
02 Grishma Rutu,S13.17,Sthaanabhedena Graha - Paada Graha,1
02 Grishma Rutu,S13.6,Sthaanabhedena Graha - Hrid Graha,1
02 Grishma Rutu,S14.11,Sthaanabhedena Shoola - Guda Shoola,1
02 Grishma Rutu,S15.28,Sthaanabhedena Shoola - Nakha Shoola,1
02 Grishma Rutu,S15.33,Sthaanabhedena Shoola - Pakvaashaya Shoola,1
02 Grishma Rutu,S15.44,Sthaanabhedena Shoola - Snaayu Shoola,1
02 Grishma Rutu,S16.12,Stree Roga - Yonigata Sraava,1
02 Grishma Rutu,S16.20.7,STREEROGA - RAJONIVRITHI,1
02 Grishma Rutu,S16.21.4,STREEROGA - SOOTIKAA PARICHARYA,1
02 Grishma Rutu,S16.30.14,Stree Roga - Yonivyaapad - Phalinee / Andalee,1
02 Grishma Rutu,S16.9,Stree Roga - Raja Kshaya,1
02 Grishma Rutu,S2.13,Shiroroga - Anantavaata,1
02 Grishma Rutu,S2.19.1,Shiroroga - Pittaja Shiroroga - Shirahshoola,1
02 Grishma Rutu,S2.5,Shiroroga - Shira Abhihata,1
02 Grishma Rutu,S3A.0,Shrama,1
02 Grishma Rutu,S4.2,Shvaasa-kshudra shvasa,1
02 Grishma Rutu,U2.0,Udara,1
02 Grishma Rutu,U4.7,Unmaada - Manokhedaja,1
02 Grishma Rutu,V.10,Vatavyadhi - Avrita Vata,1
02 Grishma Rutu,V1.2,Vaatarakta - Gambheera,1
02 Grishma Rutu,V1.4,Vaatarakta - Kaphaadhika Vaatarakta,1
02 Grishma Rutu,V1.5,Vaatarakta - Pittaadhika Vaatarakta,1
02 Grishma Rutu,V1.8,Vaatarakta - Vaata Kaphaja,1
02 Grishma Rutu,V10.11,Vatavyadhi - Avrita Vata - Mamsavrita Vata,1
02 Grishma Rutu,V10.20,Vatavyadhi - Avrita Vata - Prana avrita Samana,1
02 Grishma Rutu,V10.24,Vatavyadhi - Avrita Vata - Raktavrita Vata,1
02 Grishma Rutu,V11.10,Vatavyadhi - Gatatva  - Siragata Vata,1
02 Grishma Rutu,V11.4,Vatavyadhi - Gatatva  - Mamsamedogata Vata,1
02 Grishma Rutu,V11.6,Vatavyadhi - Gatatva  - Raktagata Vata,1
02 Grishma Rutu,V11.7,Vatavyadhi - Gatatva  - Sandhigata Vata,1
02 Grishma Rutu,V12.0,Visphota,1
02 Grishma Rutu,V13.1.4,Vrana - Aagantuja (Sadyo) Vrana - Ghrishta Aagantuja Vrana,1
02 Grishma Rutu,V13.11,Vrana - Pitta Vaataja Vrana,1
02 Grishma Rutu,V13.4,Vrana - Jeerna Vrana,1
02 Grishma Rutu,V15.0,Vriddhi,1
02 Grishma Rutu,V2.15,Vaatavyaadhi - Baadhirya,1
02 Grishma Rutu,V2.19,Vaatavyaadhi - Dandaapataanaka,1
02 Grishma Rutu,V2.25,Vaatavyaadhi - Hanugraha,1
02 Grishma Rutu,V2.3.1,Vaatavyaadhi - Aakshepaka - Abhighaataja,1
02 Grishma Rutu,V2.34.1,Vaatavyaadhi - Kampa - Baahu Kampa,1
02 Grishma Rutu,V2.4.1,Vaatavyaadhi - Aavritavaata - Kaphaavrita Vaata,1
02 Grishma Rutu,V2.4.2,Vaatavyaadhi - Aavritavaata - Pittaavrita Vaata,1
02 Grishma Rutu,V2.48,Vaatavyaadhi - Medogata Vaata,1
02 Grishma Rutu,V2.55,Vaatavyaadhi - Paarshvagata Vaata,1
02 Grishma Rutu,V2.56,Vaatavyaadhi - Pakvaashayasthita Vaata,1
02 Grishma Rutu,V2.62,Vaatavyaadhi - Raktagata Vaata,1
02 Grishma Rutu,V5.2,Vibandha - Mootra Vibandha,1
02 Grishma Rutu,V6.21,Vidradhi - Vrikkagata,1
02 Grishma Rutu,Y2,Yoni Kandu,1
02 Grishma Rutu,Y8.0,Yonivyaapad,1
02 Grishma Rutu,Y8.10,Yonivyaapad - Karninee,1
02 Grishma Rutu,Y8.12,Yonivyaapad - Mahaayoni,1
02 Grishma Rutu,Y8.23,Yonivyaapad - Udaavartaa,1
02 Grishma Rutu,k12.10,Kushtha-mandala,1
02 Grishma Rutu,k12.18,Kushtha-visphotaka,1
03 Varsha Rutu,V2.63,Vaatavyaadhi - Sandhigata Vaata,1231
03 Varsha Rutu,V2.0,Vaatavyaadhi,858
03 Varsha Rutu,V2.23,Vaatavyaadhi - Gridhrasee,811
03 Varsha Rutu,M2.0,Madhumeha,497
03 Varsha Rutu,P5.0,Prameha,487
03 Varsha Rutu,S14.21,Sthaanabhedena Shoola - Katee Shoola,344
03 Varsha Rutu,V2.10,Vaatavyaadhi - Avabaahuka,286
03 Varsha Rutu,A2.0,Aamavaata,275
03 Varsha Rutu,S13.11,Sthaanabhedena Graha - Katee Graha,263
03 Varsha Rutu,S16.0,Sthaulya,232
03 Varsha Rutu,MS G1.0,Greeva Graha,190
03 Varsha Rutu,A3.0,Abhighataja Shoola,161
03 Varsha Rutu,V1.0,Vaatarakta,160
03 Varsha Rutu,A6.0,Amlapitta,159
03 Varsha Rutu,M10.1,Medoroga - Sthula medho roga,152
03 Varsha Rutu,V2.36,Vaatavyaadhi - Kateegata Vaata,123
03 Varsha Rutu,N4.0,Netra Roga,108
03 Varsha Rutu,S14.0,Sthaanabhedena Shoola,94
03 Varsha Rutu,K2.0,Kaasa,69
03 Varsha Rutu,S4.0,Shvaasa,69
03 Varsha Rutu,G9.7,Granthi - Siraa Granthi,65
03 Varsha Rutu,k12.0,Kushtha,65
03 Varsha Rutu,V2.75,Vaatavyaadhi - Vaatakantaka,57
03 Varsha Rutu,S14.7,Sthaanabhedena Shoola - Baahu Shoola,52
03 Varsha Rutu,V2.34.0,Vaatavyaadhi - Kampa,51
03 Varsha Rutu,V2.56.0,Vaatavyaadhi - Pakshavadha,50
03 Varsha Rutu,M10.2,Medoroga - Sukshma medho roga,49
03 Varsha Rutu,K9.0,Kshudra Roga,48
03 Varsha Rutu,S14.17,Sthaanabhedena Shoola - Jaanu Shoola,48
03 Varsha Rutu,P5.4,Prameha - Upadrava,47
03 Varsha Rutu,N2.18,Naasaa Roga - Peenasa,44
03 Varsha Rutu,H2.0,Hridroga,43
03 Varsha Rutu,S2.10,Shiroroga - Shirahshoola,42
03 Varsha Rutu,M10.0,Medoroga,40
03 Varsha Rutu,V2.9,Vaatavyaadhi - Asthigata Vaata,40
03 Varsha Rutu,V2.2,Vaatavyaadhi - Aadhmaana,38
03 Varsha Rutu,MS R1,Raktachapa,36
03 Varsha Rutu,S13.19,Sthaanabhedena Graha - Prishtha Graha,35
03 Varsha Rutu,N2.21.0,Naasaa Roga - Pratishyaaya,34
03 Varsha Rutu,V16.0,Vrikka Roga,34
03 Varsha Rutu,B3.0,Bhagna,33
03 Varsha Rutu,S3.0,Shotha,30
03 Varsha Rutu,A11.0,Arshas,29
03 Varsha Rutu,M18.11.2,Mukha Roga - Galagata Roga - Galaganda,28
03 Varsha Rutu,S18.0,Swastha,27
03 Varsha Rutu,S16.1,Stree Roga,26
03 Varsha Rutu,A12.0,Artava Vyapad,25
03 Varsha Rutu,S18.1,Swaasthya Pareeksha,25
03 Varsha Rutu,J1.0,Jwara,24
03 Varsha Rutu,MS M1.0,Mutrashteela,24
03 Varsha Rutu,V5.1,Vibandha - Mala Vibandha,23
